Tiếng Việt,Tiếng BaNa
"Chủ động xây dựng phương án giới thiệu, bố trí kịp thời, đảm bảo chủ động về chỗ ở cho các đoàn võ thuật trong và ngoài nước tham gia Liên hoan.","Chu ñoâng pôm tôdrong pôtruh, ‘boâÊ triê tôtam, tômaên tôl chu ñoâng lôêm dônoê oei aên rim ñoan vo thuaât lôêm teh ñak oeêng nöôc ngoai tham gia lieân hoan"
"Tổ chức đưa đón các đoàn tham gia các hoạt động, bố trí hướng dẫn du khách tham quan các di tích lịch sử văn hóa, danh lam thắng cảnh trên địa bàn tỉnh;","Pôloêk naêm ‘yoêk rim ñoan adriêng pôm rim tôdrong, ‘boâÊ triê höông yaân yu khach tham kuan rim di tich lich sö vaên hoa, danh lam thaêng kanh lôêm tôring tinh"
"Tổ chức gặp mặt, tặng quà lưu niệm các đoàn tham dự Liên hoan.","Pôloêk tôjröêm maêt, taêng kua löu nieâm rim ñoan tham yöê Lieân hoan"
Phối hợp với Văn phòng Tỉnh ủy và Văn phòng UBND tỉnh đón tiếp đại biểu Trung ương; ,Adriêng Vaên phong Tinh uy oeêng Vaên phong UBND tinh ñoên tieâÊp ñai ‘bieâu Trung öông
"Lãnh đạo các tỉnh, thành;","Pôgôl rim tinh, thanh"
Lãnh đạo và nguyên lãnh đạo tỉnh Bình Định về tham dự Liên hoan;,Pôgôl oeêng nguyeân pôgôl tinh ‘Binh Ñinh söt tham yöê Lieân hoan
"In bảng tên đại biểu, lên sơ đồ bố trí bảng tên và hướng dẫn vị trí ngồi cho đại biểu về dự các chương trình trong Liên hoan.","In ‘bang teân ñai ‘bieâu, pôm sô ñoâ ‘boâÊ triê ‘bang teân oeêng pôtho khan dônoê oei aên ñai ‘bieâu truh yöê rim chöông trinh lôêm Lieân hoan"
Sở Du lịch:,Sô Du lich:
"Làm việc với các khách sạn về giá phòng, giá các dịch vụ để phối hợp với Sở Văn hóa và Thể thao","Pôm bieâk adriêng rim khach san lôêm giaê phong, giaê rim jiêt vuê söê adriêng Sô Vaên hoa oeêng Theâ thao"
Xây dựng phương án thông báo cho các đoàn trong và ngoài nước biết để chủ động liên hệ (Thông báo gửi kèm hồ sơ Liên hoan).,Pôm tôdrong pôtho khan aên rim ñoan lôêm teh ñak oeêng nöôc ngoai baêt söê chu ñoâng lieân heâ (Thoâng baêo göi pôteêp adriêng hoâ sô Lieân hoan)
"Chủ trì phối hợp tuyển chọn lực lượng tình nguyện viên, tổ chức chương trình tập huấn cho lực lượng tình nguyện viên tham gia phục vụ Liên hoan.","Pôgôl adriêng tueân ‘yoêk löêk löông tinh ngueân vieân, pôloêk tôdrong pôtho khan aên löêk löông tinh nguyeân vieân adriêng pôm tôguêm Lieân hoan"
"Sở Tài chính: Phối hợp với Sở Văn hóa và Thể thao thẩm định dự toán kinh phí tổ chức các chương trình trong Liên hoan, trình UBND tỉnh phê duyệt. ","Sô Tai chiênh: Adriêng Sô Vaên hoa oeêng Theâ thao thaâm ñinh yöê toan jeân pôloêk rim tôdrong lôêm Lieân hoan, trinh UBND tinh pheâ jueâÊt"
"Phối hợp với các sở, ngành, đơn vị liên quan trong việc vận động tài trợ và theo dõi, quản lý các nguồn kinh phí phục vụ Liên hoan từ ngân sách và tài trợ.","Adriêng rim sô, nganh, ñôn viê lieân kuan lôêm tôdrong krao akoêm tai trô oeêng ngoê hnheêi rim nguoân jeân tôguêm Lieân hoan ñôêng ngaân sach oeêng tai trô"
"Sở Kế hoạch và Đầu tư: Phối hợp với Sở Tài chính, Sở Văn hóa và Thể thao bố trí kế hoạch kinh phí ngân sách của tỉnh, đồng thời tham gia huy động các nguồn tài trợ trong và ngoài tỉnh cho Liên hoan.","Sô Keâ hoach oeêng Ñaâu tö: Adriêng Sô Tai chiênh, Sô Vaên hoa oeêng Theâ thao ‘boâÊ triê glong pônhroh jeân ngaân sach ñôêng tinh, thoi ‘noh adriêng pôm krao rim nguoân tôguêm lôêm oeêng ôgah tinh aên Lieân hoan"
Sở Ngoại vụ: Phối hợp với Sở Văn hóa và Thể thao về các thủ tục xuất nhập cảnh người nước ngoài;,Sô Ngoai vu: Adriêng Sô Vaên hoa oeêng Theâ thao lôêm rim tôdrong xuaât nhaâp kanh bôngai nöôc ngoai
"Hỗ trợ công tác biên, phiên dịch tại các Lễ khai mạc, bế mạc, chương trình tham quan cũng như Hồ sơ Thư mời gửi các đoàn nước ngoài...","Tôguam tôdrong ‘bieân, phieân jiêt lôam rim maêng khai mac, ‘beâÊ mac, chöông trinh tham kuan kung in Hoâ sô Thö môi göi rim ñoan nöôc ngoai…"
"Sở Thông tin và Truyền thông: Chủ trì, tuyên truyền các hoạt động Liên hoan trên các phương tiện thông tin đại chúng của tỉnh và Trung ương;","Sô Thoâng tin oeêng Trueân thoâng: Pôgôl, pôtho khan rim tôdrong Lieân hoan lôêm rim phöông tieân thoâng tin ñai chuêng ñôêng tinh oeêng Trung öông"
"Phối hợp với Sở Văn hóa và Thể thao chuẩn bị các ấn phẩm tuyên truyền, tổ chức các cuộc họp báo tuyên truyền về Liên hoan.","Adriêng Sô Vaên hoa oeêng Theâ thao chuaân ‘bi rim aâÊn phaâm pôtho khan, pôloêk rim maêng hoêp ‘baêo pôtho khan lôêm Lieân hoan"
"Phối hợp hướng dẫn các nhà báo, các cơ quan thông tin đại chúng Trung ương và địa phương trong công tác tác nghiệp đưa tin về các hoạt động Liên hoan.","Adriêng pôtho khan rim nha ‘baêo, rim kô kuan thoâng tin ñai chuêng Trung öông oeêng cham pôlei lôêm tôdrong tac nghieâp aên tinh lôêm rim tôdrong Lieân hoan"
Sở Giáo dục và Đào tạo: Phối hợp với Sở Văn hóa và Thể thao trong việc điều động học sinh phục vụ các chương trình Liên hoan.,Sô Giaêo yuêk oeêng Ñao tao: Adriêng Sô Vaên hoa oeêng Theâ thao lôêm tôdrong krao hoêk sinh tôguêm rim chöông trinh Lieân hoan
"Sở Y tế: Xây dựng Kế hoạch, triển khai công tác an toàn vệ sinh thực phẩm, phòng chống dịch bệnh trước, trong và sau khi diễn ra Liên hoan trên địa bàn tỉnh;","Sô Y teâ: Tôjung pôm glong pônhroh, pônhroh tôdrong an toan veâ sinh ñoâ sa, phong dôêt jiêt jiê adrol, lôêm oeêng ñôêng roêng Lieân hoan lôêm tôring tinh"
Đặc biệt là tại các điểm tổ chức các hoạt động trong chương trình Liên hoan và nơi cư trú của đại biểu và các đoàn. ,Pôgloh la lôêm rim dônoê pôloêk rim tôdrong lôêm chöông trinh Lieân hoan oeêng dônoê oei ñôêng ñai ‘bieâu oeêng rim ñoan
"Bố trí lực lượng, phương tiện, trang thiết bị y tế phục vụ tại các địa điểm diễn ra các hoạt động Liên hoan.","‘BoâÊ triê löêk löông, phöông tieân, trang thieât ‘bi y teâÊ tôguêm lôêm rim dônoê pôloêk rim tôdrong Lieân hoan"
Công an tỉnh:,Koâng an tinh:
"Thực hiện nhiệm vụ chung theo sự phân công của Ban tổ chức, có kế hoạch đảm bảo an ninh trật tự, an toàn giao thông trước, trong và sau Liên hoan; ","Pôm tôdrong adriêng ‘boi tôdrong phaân koâng ñôêng khul pôloêk; ôêi glong pônhroh tômaên tôl an ninh traât tö, an toan trong naêm adrol, lôêm oeêng ñôêng roêng Lieân hoan"
Đặc biệt là tại các điểm tổ chức các hoạt động trong chương trình Liên hoan và nơi cư trú của đại biểu và các đoàn.,Pôgloh la lôêm rim dônoê pôloêk rim tôdrong lôêm chöông trinh Lieân hoan oeêng dônoê oei ñôêng ñai ‘bieâu oeêng rim ñoan
"Có kế hoạch đảm bảo phòng chống cháy nổ trước, trong và sau Liên hoan; ","ÔÊi glong pônhroh phong dôêt uênh sa ñoh adrol, lôêm oeêng ñôêng roêng Lieân hoan"
Đặc biệt là tại các điểm tổ chức các hoạt động trong chương trình Liên hoan và nơi cư trú của đại biểu và các đoàn.,Pôgloh la lôêm rim dônoê pôloêk rim tôdrong lôêm chöông trinh Lieân hoan oeêng dônoê oei ñôêng ñai ‘bieâu oeêng rim ñoan
"Bộ Chỉ huy Quân sự tỉnh: Chịu trách nhiệm rà soát bom, mìn, vật liệu nổ các khu vực tổ chức Lễ khai mạc, bế mạc Liên hoan và phối hợp với Công an tỉnh","‘Boâ Chi huy Quaân sö tinh: Chiêu tôdrong ra soat ‘bom, min, ñoâ ñoh rim apung pôloêk maêng khai mac, ‘beâÊ mac Lieân hoan oeêng phoâÊi hôêp adriêng koâng an tinh"
"Có kế hoạch bảo vệ, đảm bảo an ninh trật tự, an toàn tuyệt đối tại các điểm tổ chức các hoạt động trong chương trình Liên hoan.","ÔÊi glong pônhroh jö veêi, tômaên tôl an ninh traât tö, an toan pôgloh lôêm rim dônoê pôloêk rim tôdrong lôêm chöông trinh Lieân hoan"
Đoàn TNCS Hồ Chí Minh tỉnh: Chỉ đạo các cơ sở đoàn trực thuộc huy động lực lượng đoàn viên thanh niên dự Lễ khai mạc Liên hoan;,Ñoan TNCS Hoâ Chi Minh tinh: Pôgôl rim kô sô ñoan tröêk thuoâc krao löêk löông ñoan vieân ñe adruh tôdaêm yöê maêng khai mac Lieân hoan
Đồng thời phối hợp với các trường:,Thoi ‘noh adriêng rim tröông:
"Đại học Quy Nhơn, Đại học Quang Trung, Cao đẳng Bình Định... ","Ñai hoêk Quy Nhôn, Ñai hoêk Kuang Trung, Cao ñaêng ‘Binh Ñinh…"
Tổ chức đội ngũ tình nguyện viên giúp Ban tổ chức Liên hoan hướng dẫn và làm phiên dịch cho các đoàn nước ngoài trong suốt thời gian diễn ra Liên hoan.,Pôloêk ñoâi ngu tinh ngueân vieân tôguêm Khul pôloêk Lieân hoan pôtho khan oeêng pôm phieân jiêt aên rim ñoan nöôc ngoai lôêm ñiê jônang pôloêk Lieân hoan
Công ty Điện lực Bình Định: Bảo đảm nguồn điện tốt nhất phục vụ các địa điểm diễn ra các chương trình trong Liên hoan;,Koâng ty Ñieân löêk ‘Binh Ñinh: Tômaên tôl nguoân ñieân hôgeêi pôgloh tôguêm rim dônoê pôloêk rim tôdrong lôêm lieân hoan
"Đặc biệt là đêm Khai mạc, Bế mạc Liên hoan.","Pôgloh la maêng khai mac, ‘BeÊâ mac Lieân hoan"
Sở Giao thông Vận tải: Giúp Ban tổ chức Liên hoan điều động các phương tiện vận tải phục vụ đưa đón các đoàn đi biểu diễn và tham dự các hoạt động trong thời gian diễn ra Liên hoan,Sô Giao thoâng Vaân tai: Tôguêm khul pôloêk Lieân hoan ñieâu ñoâng rim phöông tieân vaân tai tôguêm naêm ‘yoêk rim ñoan naêm ‘bieâu dieân oeêng tham yöê rim tôdrong lôêm jônang pôloêk Lieân hoan
"(Lễ Dâng hương, Dâng hoa tại Bảo tàng Quang Trung, Đài Kính Thiên, Lễ Khai mạc, Bế mạc, Chương trình giao lưu, biểu diễn tại các lò võ tiêu biểu.)","(Maêng ‘yaâng höông, ‘yaâng pôkao dônoê ‘Bao tang Kuang Trung, Ñai Kiênh Thieân, Maêng khai mac, ‘BeâÊ mac, Chöông trinh giao löu, ‘bieâu dieân dônoê rim lo vo pôgloh)"
Và ưu tiên các xe vận chuyển phục vụ công tác dàn dựng và tổ chức các chương trình.,Oeêng öu tieân rim xe vaân chueân tôguêm tôdrong ‘yan ‘yöêng oeêng pôloêk rim chöông trinh
"Báo Bình Định: Xây dựng chuyên mục, chủ động trong việc đưa tin, bài giới thiệu, tuyên truyền về Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII năm 2019 trên báo in và báo điện tử trước, trong và sau khi diễn ra Liên hoan.","‘Baêo ‘Binh Ñinh: Pôm chueân muêk, chu ñoâng lôêm tôdrong aên tin, ‘bai pôtruh, pôtho khan lôêm Lieân hoan KuoâÊc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh lôêm ‘baêo in oeng ‘baêo ñieân tö adrol, lôêm oeêng ñôêng roêng pôloêk Lieân hoan"
Đài Phát thanh và Truyền hình Bình Định:,Ñai Phat thanh oeêng Trueân hinh ‘Binh Ñinh:
"Xây dựng chuyên mục tuyên truyền, Trailer giới thiệu về Liên hoan, tổ chức đưa tin","Pôm chueân muêk pôtho khan, Trailer pôtruh lôêm Lieân hoan, pôloêk aên tin"
"Phản ánh về các hoạt động Liên hoan, xây dựng Kế hoạch truyền hình trực tiếp Lễ Khai mạc, Bế mạc Liên hoan.","Pôtho khan lôêm rim tôdrong Lieân hoan, tôjung pôm glong pônhroh trueân hinh tröêk tieâÊp maêng khai mac, ‘BeâÊ mac Lieân hoan"
"Đề nghị Văn phòng Tỉnh ủy: Phối hợp với Văn phòng UBND tỉnh, Sở Văn hóa và Thể thao, Sở Du lịch","Pôtho khan Vaên phong Tinh Uy: Adriêng Vaên phong UBND tinh, Sô Vaên hoa oeêng Theâ thao, Sô Du lich"
"Đón tiếp, sắp xếp nơi ăn nghỉ cho đại biểu trung ương, các tỉnh, thành về dự Liên hoan;","Ñoên tieâÊp, saêp xeâp dônoê sa, pôdôêi aên ñai ‘bieâu Trung öông, rim tinh, thanh truh yöê Lieân hoan"
"Xác thực và bố trí xe đưa, đón các đồng chí nguyên Bí thư, Phó Bí thư, nguyên Ủy viên Ban Thường vụ Tỉnh ủy qua các thời kỳ tham dự Lễ Khai mạc, Bế mạc Liên hoan.","Xac thöêk oeêng ‘boâÊ triê xe naêm ‘yoêk rim ñoâng chiê ngueân ‘Biê thö, Phoê ‘Biê thö, nguyeân Uy vieân Khul thöông vuê Tinh uy kua rim thôi ky tham yöê maêng khai mac, ‘BeâÊ mac Lieân hoan"
"Văn phòng UBND tỉnh: Chủ trì, phối hợp với Văn phòng Tỉnh ủy, Sở Văn hóa và Thể thao, Sở Du lịch và các ngành liên quan","Vaên phong UBND tinh: Pôgôl, adriêng Vaên phong Tinh uy, Sô Vaên hoa oeêng Theâ thao, Sô Du lich oeêng rim nganh lieân kuan"
"Xây dựng kế hoạch đón tiếp, sắp xếp nơi ăn, nghỉ cho đại biểu Trung ương, các tỉnh, thành về dự Liên hoan.","Tôjung pôm glong pônhroh ñoên tieâÊp, saêp xeâp dônoê sa, pôdôêi aên ñai ‘bieâu Trung öông, rim tinh, thanh söt yöê Lieân hoan"
"Xác thực và bố trí xe đưa, đón các đồng chí nguyên Chủ tịch, Phó Chủ tịch UBND tỉnh qua các thời kỳ tham dự Lễ Khai mạc, Bế mạc Liên hoan.","Xac thöêk oeêng ‘boâÊ triê xe naêm ‘yoêk rim ñoâng chiê nguyeân Chu tich, Phoê Chu tich UBND tinh kua rim thôi ky tham yöê Maêng khai mac, ‘BeâÊ mac Lieân hoan"
"Văn phòng HĐND tỉnh: Xác thực và bố trí xe đưa, đón các đồng chí nguyên Chủ tịch, Phó Chủ tịch HĐND tỉnh qua các thời kỳ tham dự Lễ Khai mạc, Bế mạc Liên hoan.","Vaên phong HÑND tinh: Xac thöêk oeêng ‘boâÊ triê xe naêm ‘yoêk rim ñoâng chiê nguyeân Chu tich, Phoê Chu tich HÑND tinh kua rim thôi ky tham yöê maêng Khai mac, ‘BeâÊ mac Lieân hoan"
"Hội Văn học Nghệ thuật tỉnh: Phối hợp với Sở Văn hóa và Thể thao tổ chức Triển lãm ảnh về hoạt động của các võ đường, võ phái trong nước và trên thế giới tại Liên hoan.","Hoâi Vaên hoêk Ngheâ thuaât tinh: Adriêng Sô Vaên hoa oeêng Theâ thao pôloêk trieân lam anh lôêm tôdrong ñôêng rim vo ñöông, vo phaêi lôêm teh ñak oeêng theâÊ giôêi dônoê Lieân hoan"
"UBND các huyện Tây Sơn, Tuy Phước và thị xã An Nhơn:","UBND rim huyeân Taây Sôn, Tuy Phöôc oeêng thi xa An Nhôn:"
"Có trách nhiệm thông báo chủ trương tổ chức Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII năm 2019 đến các xã, phường, thị trấn;","ÔÊi tôdrong pôtho khan tôdrong pôloêk Lieân hoan KuoâÊc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh truh rim xa, phöông, thi traân"
"Đồng thời chỉ đạo các ngành chức năng có kế hoạch tuyên truyền, bảo vệ an ninh trật tự, an toàn trong thời gian các đoàn đến giao lưu","Thoi ‘noh pôgôl rim nganh chöêk naêng ôêi glong pônhroh pôtho khan, jö veêi an ninh traât tö, an toan lôm jônang rim ñoan truh giao löu"
"Biểu diễn, tham quan tại các lò võ tiêu biểu, di tích lịch sử, văn hóa, các điểm du lịch nổi tiếng trên địa bàn.","‘Bieâu dieân, tham kuan dônoê rim lo vo pôgloh, di tich lich sö, vaên hoa, rim dônoê yu lich pôgloh lôêm tôring"
"Chỉ đạo Phòng Văn hóa và Thông tin, Trung tâm Văn hóa Thông tin và Thể thao phối hợp với Ban tổ chức trong công tác tổ chức các chương trình trong Liên hoan ","Pôgôl Phong Vaên hoa oeêng Thoâng tin, Trung taâm Vaên hoa Thoâng tin oeêng Theâ thao adriêng Khul pôloêk lôêm tôdrong pôloêk rim tôdrong lôêm Lieân hoan"
"(Lễ Dâng hoa, Dâng hương, chương trình giao lưu, biểu diễn kết hợp tham quan du lịch tại các lò võ tiêu biểu...) trên địa bàn.","(Maêng ‘yaâng pôkao, ‘yaâng höông, chöông trinh giao löu, ‘bieâu dieân adriêng tham kuan yu lich dônoê rim lo pjo pôgloh…) lôêm tôring"
UBND thành phố Quy Nhơn:,UBND thanh phoâ Quy Nhôn
Phối hợp với Sở Văn hóa và Thể thao trong công tác tuyên truyền trực quan trên địa bàn thành phố Quy Nhơn;,Adriêng Sô Vaên hoa oeêng Theâ thao lôêm tôdrong pôtho khan tröêk kuan lôêm tôring thanh phoâ Quy Nhôn
"Triển khai kế hoạch đảm bảo vệ sinh môi trường, cảnh quan đường phố sạch đẹp trong thời gian diễn ra Liên hoan;","Pônhroh glong pônhroh tômaên tôl veâ sinh moâi tröông, kanh kuan trong phoâÊ uoâil ieâÊl alöng lieâm lôêm jônang pôloêk Lieân hoan"
Huy động nhân dân đến xem các chương trình trong Liên hoan.,Krao kon tôring truh ngoê rim tôdrong lôêm Lieân hoan
"Chỉ đạo các đơn vị liên quan chủ động bố trí nơi đấu nối nguồn điện, máy phát điện dự phòng để Ban tổ chức Liên hoan lắp ráp cơ sở vật chất, trang thiết bị phục vụ tổ chức tại Quảng trường Nguyễn Tất Thành. ","Pôgôl rim ñôn viê lieân kuan chu ñoâng ‘boâÊ triê dônoê pôteêp nguoân ñieân, maêy phat ñieân yöê phong söê Khul pôloêk Lieân hoan laêp rap ñoâ tôguêm pôloêk dônoê Kuang tröông Nguyeân Taât Thanh"
"Bố trí địa điểm làm bãi đậu xe cho Ban tổ chức, đại biểu, khán giả và các đơn vị thực hiện tổ chức.","‘BoâÊ triê dônoê pôm dônoê söê xe aên Khul pôloêk, ñai ‘bieâu, naê ma oeêng rim ñôn viê pôm tôdrong pôloêk"
Giao Giám đốc Sở Văn hóa và Thể thao chịu trách nhiệm giúp Chủ tịch UBND tỉnh,Pôjao Giam ñoâc Sô Vaên hoa oeêng Theâ thao chiêu trach nhieâm tôguêm Chu tich UBND tinh
"Tỉnh theo dõi, đôn đốc, kiểm tra và báo cáo Chủ tịch UBND tỉnh tình hình triển khai thực hiện kế hoạch này.","Tinh ngoê hnheêi, pôtho khan, ngoê hnheêi oeng pôtho khan Chu tich UBND tinh tôdrong pônhroh pôm glong pônhroh anu"
"Yêu cầu các cơ quan, đơn vị được phân công nêu trên xây dựng kế hoạch, phối hợp triển khai thực hiện.","Pôkaê rim kô kuan, ñôn viê ñeêi phaân koâng khan ‘noh tôjung pôm glong pônhroh, adriêng pônhroh pôm"
Nghị quyết Về việc Điều chỉnh mức thu học phí công lập từ mầm non đến trung học phổ thông trên địa bàn tỉnh Bình Định,Nghi đinh lơm tơdrong Tơp'lih mưk thu  hok phi kông lâp đưng mâm non   truh trung hok phô thông lơm apung tinh 'Binh Đinh
Căn cứ Luật Tổ chức Hội đồng nhân dân và Ủy ban nhân dân ngày 26/11/2003,Kăn kư Luât Tô chưk Hôi đông nhân yân păng Uy 'ban nhân yân 'năr 26 khei 11 sơnăm 2003
"Căn cứ Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân ngày 03/12/2004","Kăn kư Luât 'Ban hanh văn 'ban kuy pham phap luât  di Hôi đông nhân yân, Uy 'ban nhân yân 'năr 03 khei 12 sơnăm 2004"
"Căn cứ Luật Giáo dục ngày 14/6/2005 và Luật Sửa đổi, bổ sung một số điều của Luật Giáo dục ngày 25 tháng 11 năm 2009","Kăn kư Luât Giao yuk 'năr 14 khei 6 sơnăm 2005 păng Luât Sưu đôi, tơgum minh sô điêu di Luât Giao yuk 'năr 25 khei 11 sơnăm 2009"
"Căn cứ Nghị định 43/2006/NĐ-CP ngày 25/4/2006 của Chính phủ quy định quyền tự chủ, tự chịu trách nhiệm ","Kăn kư  Nghi đinh 43/2006/NĐ-CP 'năr 25 sơnăm 4 sơnăm 2006 di Kơpal têh đak hmăng kuyên tư chu, tư chiu trach nhiêm"
"Về thực hiện nhiệm vụ, tổ chức bộ máy, biên chế và tài chính đối với đơn vị sự nghiệp công lập","Lơm tơdrong nhiêm vu, p'lơk 'bô may, 'biên chê păng tai chinh adring đơn vi sư nghiêp kông lâp"
"Căn cứ Nghị định số 49/2010/NĐ-CP ngày 14/5/2010 của Chính phủ quy định về miễn, giảm học phí, hỗ trợ chi phí học tập ","Kăn kư  Nghi đinh SÔ 49 /2010/nđ-cp 'năr 14/5/2010 di Kơpal têh đak hmnăng miên, jul hok phi, tơgum jên hok."
"Và cơ chế thu, sử dụng học phí đối với cơ sở giáo dục thuộc hệ thống giáo dục quốc dân từ năm học 2010-2011 đến năm học 2014-2015","Păng kơ chê thu, jung hok phi tơng in kơ sơ jiao yuk tro hê thông jiao yuk kuôk yân đưng sơnăm hok 2010 - 2011 truh sơnăm hok 2014 - 2015"
"Căn cứ Thông tư số 11/2009/TT-BGDĐT ngày 08/5/2009 của Bộ Giáo dục và Đào tạo về việc Quy định về trình tự, ","Kăn kư Thông tư sô 11/2009/TT-BGDĐT 'năr 08/5/2009  di 'Bô Giao yuk păng Đao tao lơm tơdrong Kuy đinh lơm trinh tư,"
"Thủ tục chuyển đổi cơ sở giáo dục mầm non, phổ thông bán công, dân lập sang cơ sở giáo dục mầm non, phổ thông tư thục;","Tơdrong tơp'lih kơ sơ giao yuk mâm non, phô thông 'ban kông, yân lâp tơp'lih kơ sơ giao yuk mâm non, phô thông tư thuk;"
Cơ sở giáo dục mầm non bán công sang cơ sở giáo dục mầm non dân lập,Kơ sơ giao yuk mâm non kông  kơkan kơ sơ giao yuk mâm non yân lâp
"Cơ sở giáo dục mầm non, phổ thông bán công sang cơ sở giáo dục mầm non, phổ thông công lập","Kơ sơ giao yuk mâm non, phô thông kông  kơkan kơ sơ giao yuk mâm non, phô thông kông  lâp"
Sau khi xem xét Tờ trình số 92/TTr-UBND ngày 24/11/2011 của Ủy ban nhân dân tỉnh về việc thông qua Đề án điều chỉnh mức thu học phí công lập ,Đưng rong ngo xet Tơ trinh sô 92/TTr-UBND 'năr 24/11/2011 di Uy 'ban nhân yân tinh lơm tơdrong thông kua Đê an tơp'lih mưk thu jên hok phi kông lâp
Từ mầm non đến trung học phổ thông trên địa bàn tỉnh Bình Định,Đưng mâm non truh Trung hok phô thông lơ apung tinh 'Binh Đinh
Báo cáo thẩm tra số: 36/BC-VHXH ngày 01/12/2011 của Ban Văn hóa - Xã hội Hội đồng nhân dân tỉnh và ý kiến của các đại biểu Hội đồng nhân dân tỉnh tại kỳ họp,Pơđam thâm tra sô: 36/BC-VHXH 'năr 01/12/2011 di 'Ban Văn hoa -  Xa hôi Hôi đông nhân yân tinh  tơ 'măng hop
Nhất trí thông qua Đề án điều chỉnh mức thu học phí công lập từ mầm non đến trung học phổ thông,Nhât tri đưng tơdrong Đê an tơp'lih mưk thu hok phi kông lâp đưng mâm non truh trung hok phô thông
Học phí điều chỉnh,Hok pho tơp'lih
"Học phí các trường mầm non, trung học cơ sở, trung học phổ thông công lập (kể cả các trường công lập hoạt động theo cơ chế tự chủ tài chính).","Hok phi rim trương mâm non, trung hok kơ sơ, trung hok phô thông kông lâp ( Đưng rim đi đăng trương kông lâp pơm 'boi kơ chê tư chu tai chinh)."
Học phí Bổ túc văn hóa trung học cơ sở và trung học phổ thông.,Hok phi 'bô tuk văn hoa trung hok kơ sơ păng trung hok phô thông.
Học phí hướng nghiệp nghề phổ thông (dùng để chi phí phôi liệu).,Hok phi hương nghiêp nghê phô thông ( sư pơm chi phi phôi liêu).
Nguyên tắc xác định mức học phí,Tơdrong  wă khan lơm mưk hok phi
Mức thu học phí điều chỉnh được xác định theo thu nhập bình quân hộ gia đình với mức học phí ,Mưk hok phi tơplih đei lơm tơdrong 'boi thu 'yok jơ'nưm rim unh hnam adring mưk hok phi
"Và chi phí học tập khác không vượt quá 5% thu nhập bình quân hộ gia đình ở mỗi vùng, ","Păng chi phi hok tâp nai bi blung adrol 5 % thu 'yok jơ'nưm unh hnam uêi rim apung,"
Phù hợp với điều kiện kinh tế của từng địa bàn dân cư và khả năng đóng góp thực tế của người dân ở mỗi vùng và được quy định cho cơ sở giáo dục theo từng vùng như sau,Trơ tro adring tơdrong kinh tê unh hnam di rim apung cham pơlei  păng tơdrong pơgop đưng di rim 'nâu đê nă ma uêi tơ rim apung păng đei kuy đinh ăn kơ sơ giao yuk 'boi rim apung đưng rong âu
"Vùng thành thị, bao gồm các phường của Thành phố Quy Nhơn, các phường thuộc thị xã, các thị trấn thuộc các huyện.","Apung thanh thi, ơi rim phương  di thanh phô Quy Nhơn, rim phương tro thi xa, rim thi trân tro  lơmm rim tơring."
"Vùng nông thôn, bao gồm các xã thuộc huyện Tuy Phước, Tây Sơn, An Nhơn, Phù Cát, Phù Mỹ, Hoài Ân, Hoài Nhơn, An Lão, Vân Canh, Vĩnh Thạnh ","Apung cham pơlei, ơ rim xa lơm tơring Tuy Phuơk, Tây sơn, AN Nhơn, Phu Kat, Phu mi, Hoai Ân, Hoai Nhơn, An Lao, Vân Kanh, Vinh Thanh"
"Trừ các thôn, xã miền núi theo quy định hiện hành của Nhà nước","Tuk rim thôn, xa apung kông 'boi kuy đinh hiên hanh di Kơpla the đak"
"Vùng miền núi, bao gồm các xã thuộc huyện Vân Canh, An Lão, Vĩnh Thạnh","Apung kông, ơi rim xa lơm tơring , Vân Kanh,An Lao, Vinh Thanh"
"Các xã Nhơn Lý, Nhơn Hải, Nhơn Hội, Nhơn Châu, Phước Mỹ thuộc thành phố Quy Nhơn và các thôn, xã miền núi theo quy định hiện hành của Nhà nước.","Rim xa Nhơn Ly, Nhơn Hai, Nhơn Hôi, Nhơn 'Binh, Phuơk My lơm Thanh phô Quy Nhơn păng rim thôn, xa apung kông 'boi kuy điinh hiên hanh di Kơpal têh đak."
Mức học phí đề nghị điều chỉnh phải phù hợp với khung học phí quy định tại Nghị định số 49/2010/NĐ-CP ngày 14 tháng 5 năm 2010 của Chính phủ.,Mưk hok phi hmăng tơp'lih wă trơ tro adring tơdrong hok phi kuy đinh tơ Nghi đinh sô 49/2010/NĐ-CP 'năr 14 khei 5 sơnăm 2010 di Kơpal têh đak.
Thu nhập bình quân hộ gia đình theo vùng dựa theo số liệu do Cục Thống kê Bình Định cung cấp để xác định mức học phí.,Thu 'yok jơ'nưm unh hnam 'boi apung yưa 'boi sô liêu yua Kuc Thông kê 'Binh Đinh tơgum sư khan mưk hok phi.
Mức thu học phí điều chỉnh,Mưk 'yok hok phi tơp'lih
Mức thu học phí các trường công lập ,Mưk 'yok hok phi  rim trương kông lâp
