Tiếng Việt,Tiếng BaNa
"Là cơ quan chỉ đạo toàn diện việc triển khai Kế hoạch này; định kỳ tổ chức sơ kết, tổng kết đánh giá toàn diện việc thực hiện Chương trình hành động số 22-CTr/TU, Nghị quyết số 36-NQ/TW để báo cáo Tỉnh ủy.","La kô kuan pôgôl ñiê ñaêng tôdrong pônhroh glong pônhroh anu; truh jônang pôloêk sô keât, toâng keât pôtho khan ñiê ñaêng tôdrong pôm tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU, Nghiê kueâÊt ksoÊâ peâng jiêt drôêu-NQ-TW söê pôtho khan Tinh uy"
Sở Tài nguyên và Môi trường,Sô Tai nguyeân oeêng Moâi tröông
"Chủ trì, phối hợp với các cơ quan liên quan giúp UBND tỉnh theo dõi, đôn đốc, tổng hợp tình hình thực hiện Kế hoạch này; đôn đốc việc thực hiện các nhiệm vụ đã đề ra, đề xuất các nhiệm vụ, giải pháp mới phát triển bền vững kinh tế biển trên địa bàn tỉnh.","Pôgôl, adriêng rim kô kuan lieân kuan tôguêm UBND tinh ngoê hnheêi, pôtho khan, toâng hôêp tôdrong pôm glong pônhroh anu; pôtho khan tôdrong pôm rim tôdrong jôh aên leêch, pôtho khan rim tôdrong anao pôjing kôjaêp kinh teâÊ ñak tôsiê lôêm tôring tinh"
Sở Kế hoạch và Đầu tư,Sô KeâÊ hoach oeêng Ñaâu tö
"Phối hợp với Sở Tài nguyên và Môi trường giám sát, đánh giá và tổng hợp tình hình thực hiện Kế hoạch này và xây dựng Báo cáo thực hiện các mục tiêu phát triển bền vững kinh tế biển","Adriêng Sô Tai ngueân oeêng Moâi tröông naêm ngoê hnhei, pôtho khan oeêng toâng hôêp tôdrong pôm glong pônhroh anu oeêng tôjung pôm ‘baêo caêo pôm rim tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê"
"Chủ trì, phối hợp với Sở Tài chính, Sở Tài nguyên và Môi trường và các cơ quan có liên quan xác định các nhiệm vụ sử dụng nguồn vốn đầu tư từ ngân sách nhà nước, nhiệm vụ thu hút các nguồn vốn khác trong và ngoài nước","Pôgôl, adriêng Sô Tai chiênh, Sô Tai ngueân oeêng Moâi tröông oeêng rim kô kuan ôêi lieân kuan xac ñinh rim tôdrong chaê yuoâ nguoân jeân tôguêm ñôêng ngaân sach kôpal, tôdrong thu hut rim nguoân jeân nai lôêm teh ñak oeêng nöôc ngoai"
"Bố trí vốn để thực hiện các nhiệm vụ, dự án đề ra trong Chương trình hành động số 22-CTr/TU, Kế hoạch này","‘BoÊâ triê jeân söê pôm rim tôdrong, ‘yöê an aên leêch lôêm tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU, Glong pônhroh anu"
"Huy động, quản lý và sử dụng hiệu quả nguồn lực để thực hiện các nhiệm vụ phát triển bền vững kinh tế biển","Krao akoêm, ngoê hnheêi oeêng chaê yuoâ thu ‘yoêk nguoân löêk söê pôm rim tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê"
Tham mưu UBND tỉnh về hợp tác công - tư trong thực hiện các nhiệm vụ phát triển kinh tế biển.,Pôñam ‘bôl ñon UBND tinh lôêm hôêp tak koâng – tö lôêm pôm rim tôdrong pôjing kinh teâÊ ñak tôsiê
Sở Tài chính,Sô Tai chiênh
"Chủ trì, phối hợp với Sở Kế hoạch và Đầu tư, Sở Tài nguyên và Môi trường và các cơ quan có liên quan cân đối các nguồn kinh phí sự nghiệp để thực hiện các nhiệm vụ của Kế hoạch này.","Pôgôl, adriêng Sô Keâ hoach oeêng Ñaâu tö, Sô Tai ngueân oeêng Moâi tröông oeêng rim kô kuan ôêi lieân kuan kaân ñoâÊi rim nguoân jeân söê nghieâp söê pôm rim tôdrong ñôêng glong pônhroh anu"
Sở Du lịch,Sô ‘Yu liêch
"Chủ trì tham mưu thực hiện các Đề án, Chương trình, Kế hoạch phát triển du lịch biển, đảo","Pôgôl pôñam ‘bôl ñon pôm rim Ñeâ an, Chöông trinh, glong pônhroh pôjing ‘yu liêch ñak tôsiê, ñao"
"Xây dựng các Chương trình du lịch, tuyến du lịch biển, đảo","Tôjung pôm rim tôdrong ‘yu liêch, tueâÊn ‘yu liêch ñak tôsiê, ñao"
"Xúc tiến, quảng bá du lịch; đào tạo và phát triển nguồn nhân lực du lịch.","Xuêk tieâÊn, pôtruh ‘yu liêch; pôtôêp oeêng pôjing nguoân nhaân löêk ‘yu liêch"
Sở Nông nghiệp và Phát triển nông thôn,Sô Noâng nghieâp oeêng Pôjing cham pôlei
"Chỉ đạo thực hiện chống khai thác hải sản bất hợp pháp, không báo cáo và không theo quy định (IUU), phòng, chống thiên tai từ biển","Pôgôl pôm dôêt khai thak hai san glaêi, biê pôtho khan oeêng biê ‘boi kuy ñinh (IUU), phong dôêt thieân tai ñôêng ñak tôsiê"
"Chủ trì, phối hợp với các cơ quan liên quan thực hiện các nhiệm vụ về nuôi trồng, khai thác, chế biến hải sản, bảo tồn và phát triển bền vững các hệ sinh thái biển, ven biển, ven đảo.","Pôgôl, adriêng rim kô kuan lieân kuan pôm rim tôdrong lôêm rong pôtaêm, khai thak, cheâÊ ‘bieâÊn hai san, jö vei oeêng pôjing kôjaêp rim heâ sinh thaêi ñak tôsiê, jeâÊ ñak tôsiê, jeâÊ ñao"
Sở Công thương,Sô Koâng thöông
"Chủ trì, phối hợp với các cơ quan liên quan xây dựng trình UBND tỉnh phê duyệt, hướng dẫn, kiểm tra thực hiện các dự án, nhiệm vụ về phát triển năng lượng mới, năng lượng tái tạo, sử dụng năng lượng tiết kiệm, hiệu quả cho phát triển kinh tế biển","Pôgôl, adriêng rim kô kuan lieân kuan tôjung pôm trinh UBND tinh pheâ jueâÊt, pôtho khan, ngoê hnhei pôm rim ‘yöê an, tôdrong lôêm pôjing naêng löông anao, naêng löông taêi tao, chaê yuoâ naêng löông amaên, thu ‘yoêk aên pôjing kinh teâ ñak tôsiê"
Các ngành công nghiệp ven biển thân thiện với môi trường.,Rim nganh koâng nghieâp jeâÊ ñak tôsiê alöng adriêng moâi tröông
Sở Giao thông vận tải,Sô Giao thoâng vaân tai
"Chủ trì, phối hợp với các cơ quan liên quan tham mưu UBND tỉnh chỉ đạo việc tổ chức thực hiện các chính sách, nhiệm vụ về phát triển kết cấu hạ tầng giao thông và vận tải phục vụ phát triển kinh tế biển.","Pôgôl, adriêng rim kô kuan lieân kuan pôñam ‘bôl ñon UBND tinh pôgôl tôdrong pôloêk pôm rim tôdrong lôêm pôjing keâÊt kôêu ha taâng trong naêm oeêng vaân tai tôguêm pôjing kinh teâÊ ñak tôsiê"
Sở Xây dựng,Sô Xaây ‘yöng
"Chủ trì, phối hợp với các cơ quan liên quan trình UBND tỉnh các quy hoạch, kế hoạch phát triển các khu đô thị sinh thái ven biển","Pôgôl, adriêng rim kô kuan lieân kuan trinh UBND tinh rim kuy hoach, glong pônhroh pôjing rim khu ñoâ thi sinh thaêi jeâÊ ñak tôsiê"
Các khu đô thị ven biển theo hướng hiện đại gắn với phát triển du lịch và dịch vụ biển,Rim khu ñoâ thi jeâÊ ñak tôsiê ‘boi tôdrong pôgloh pôteêp adriêng pôjing ‘yu liêch oeêng jiêt vuê ñak tôsiê
"Phát triển hạ tầng kỹ thuật cho các địa phương ven biển, vùng biển và hải đảo.","Pôjing ha taâng ky thuaât aên rim cham pôlei jeâÊ ñak tôsiê, apung ñak tôsiê oeêng hai ñao"
Sở Khoa học và Công nghệ,Sô Khoa hoêk oeêng Koâng ngheâ
"Chủ trì, phối hợp với Sở Tài nguyên và Môi trường và các sở, ban ngành, địa phương có liên quan xây dựng và triển khai các đề tài nghiên cứu khoa học và phát triển công nghệ phục vụ phát triển bền vững kinh tế biển.","Pôgôl, adriêng Sô Tai ngueân oeêng Moâi tröông oeêng rim sô, ‘ban, nganh, cham pôlei ôêi lieân kuan tôjung pôm oeêng pônhroh rim tôdrong nghieân köêu khoa hoêk oeêng pôjing koâng ngheâ tôguêm pôjing kôjaêp kinh teâÊ ñak tôsiê"
Sở Tư pháp,Sô Tö phap
"Chủ trì, phối hợp với Sở Tài nguyên và Môi trường và các sở, ban ngành, địa phương liên quan rà soát, đánh giá tổng thể và đề xuất sửa đổi, bổ sung hệ thống pháp luật về biển và hải đảo để thực hiện đầy đủ các nội dung được đề ra trong Chương trình hành động số 22-CTr/TU, Nghị quyết số 36-NQ/TW.","Pôgôl, adriêng Sô Tai ngueân oeêng Moâi tröông oeêng rim sô, ‘ban, nganh, cham pôlei lieân kuan naêm ngoê hnheêi, pôtho khan ñiê ñaêng oeêng pôtho khan tôplih, tôguêm tôdrong phap luaât lôêm ñak tôsiê oeêng hai ñao söê pôm duh rim tôdrong ñeêi aên leêch lôêm tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU, Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW"
Sở Nội vụ,Sô Noâi vuê
"Chủ trì, phối hợp với Sở Tài nguyên và Môi trường và các địa phương liên quan tham mưu, kiện toàn hệ thống cơ quan quản lý nhà nước về biển, hải đảo","Pôgôl, adriêng Sô Tai ngueân oeêng Moâi tröông oeêng rim cham pôlei lieân kuan pôñam ‘bôl ñon, kieân toan heâ thoâÊng kô kuan ngoê hnheêi kôpal lôêm ñak tôsiê, hai ñao"
"Tăng cường năng lực cho Sở Tài nguyên và Môi trường thực hiện tốt chức năng, nhiệm vụ là cơ quan thường trực giúp UBND tỉnh quản lý nhà nước tổng hợp và thống nhất về biển, hải đảo theo Chương trình hành động số 22-CTr/TU, Nghị quyết số 36-NQ/TW.","Poâk xuoân naêng löêk aên Sô Tai ngueân oeêng Moâi tröông pôm hôgeêi tôdrong la kô kuan thöông tröêk tôguêm UBND tinh ngoê hnheêi kôpal toâng hôêp oeêng thoâÊng nhaât lôêm ñak tôsiê, hai ñao ‘boi tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU, Nghiê kueâÊt ksoâÊ peâng jiêt drôêu-NQ/TW"
Sở Ngoại vụ,Sô Ngoai vuê
"Chủ động tăng cường và mở rộng quan hệ đối ngoại, hợp tác quốc tế phục vụ phát triển bền vững kinh tế biển của tỉnh.","Chu ñoâng kjung oeêng pôloêk saê tôdrong ñoâÊi ngoai, hôêp tak kuoâÊc teâÊ tôguêm pôjing kôjaêp kinh teâÊ ñak tôsiê ñôêng tinh"
Sở Giáo dục và Đào tạo; Sở Lao động Thương binh và Xã hội,Sô Giaêo ‘yuêk oeêng Ñao tao; Sô Lao ñoâng Thöông ‘binh oeêng Xa hoâi
"Chủ động phối hợp với các sở, ban ngành, địa phương có liên quan triển khai các đề án, dự án, nhiệm vụ về đào tạo và phát triển nguồn nhân lực biển; đào tạo nghề vùng ven biển.","Chu ñoâng adriêng rim sô, ‘ban, nganh, cham pôlei ôêi lieân kuan pônhroh rim ñeâ an, ‘yöê an tôdrong lôêm pôtôêp oeêng pôjing nguoân nhaân löêk ñak tôsiê, pôtôêp ngheâ apung jeâÊ ñak tôsiê"
Sở Thông tin và Truyền thông,Sô Thoâng tin oeêng Trueân thoâng
"Chủ trì, phối hợp với Ban Tuyên giáo Tỉnh ủy, Sở Tài nguyên và Môi trường và các sở, ban ngành, địa phương liên quan xây dựng và triển khai các đề án, dự án","Pôgôl, adriêng ‘Ban Tueân giaêo Tinh uy, Sô Tai ngueân oeêng Moâi tröông oeêng rim sô, ‘ban, nganh, cham pôlei lieân kuan tôjung pôm oeêng pônhroh rim ñeâ an, ‘yöê an"
"Nhiệm vụ tuyên truyền, nâng cao nhận thức, kiến thức của nhân dân trong tỉnh về chủ trương, chính sách của Đảng và Nhà nước về biển và hải đảo, bảo vệ quyền và lợi ích chính đáng của nước ta trên Biển Đông, về tiềm năng, lợi thế và sự nghiệp phát triển bền vững kinh tế biển của tỉnh.","Tôdrong pôtho khan, poâk xuoân tôdrong baêt ñôêng kon tôring lôêm tinh lôêm rim tôdrong ñôêng Ñang oeêng kôpal lôêm ñak tôsiê oeêng hai ñao, jö vei kueân oeêng lôi iêch trô troê ñôêng ñak bôên lôêm Bieân Ñoâng, lôêm tieâm naêng, lôi theâÊ oeêng tôdrong pôjing kôjaêp kinh teâÊ ñak tôsiê ñôêng tinh"
Ban Quản lý Khu kinh tế tỉnh,Khul ngoê hnheêi kinh teâÊ tinh
"Thu hút các nhà đầu tư có năng lực thực hiện các dự án tại Khu kinh tế Nhơn Hội, trọng tâm các lĩnh vực du lịch, dịch vụ, đô thị, công nghiệp; tham mưu xây dựng và thực hiện các chính sách khuyến khích phát triển kinh tế biển tại các Khu kinh tế, Khu công nghiệp.","Thu hut rim hnam tôguêm ôêi tôdrong pôm rim ‘yöê an lôêm apung kinh teâÊ Nhôn Hoâi, pôgloh rim tôdrong ‘yu liêch, jiêt vuê, ñoâ thi, koâng nghieâp; pôñam ‘bôl ñon tôjung pôm oeêng pôm rim tôdrong khueâÊn khiêch pôjing kinh teâÊ ñak tôsiê lôêm rim apung kinh teâÊ, apung koâng nghieâp"
Công an tỉnh,Koâng an tinh
Tăng cường phát động phong trào Toàn dân bảo vệ an ninh Tổ quốc,Kjung phat ñoâng trong glong Ñiê ñaêng naê ma kon tôring jö vei an ninh teh ñak
"Tăng cường năng lực bảo vệ an ninh, trật tự an toàn xã hội, thực thi pháp luật trên biển và vùng ven biển trên địa bàn tỉnh.","Kjung tôdrong jö vei an ninh, traât tö an toan xa hoâi, pôm phap luaât lôêm ñak tôsiê oeêng apung jeâÊ ñak tôsiê lôêm tôring tinh"
Bộ chỉ huy Quân sự tỉnh; Bộ chỉ huy Bộ đội Biên phòng tỉnh,‘Boâ chi huy Kuaân sö tinh; ‘Boâ chi huy ‘Boâ ñoâi ‘Bieân phong tinh
Xây dựng lực lượng vũ trang vững mạnh làm chỗ dựa cho ngư dân và các thành phần kinh tế sản xuất và khai thác tài nguyên.,Tôjung pôm löêk löông vu trang kôjaêp deâh pôm dônoê gôniêng aên ngö yaân oeêng rim thanh phaân kinh teâÊ choh jang oeêng khai thak tai ngueân
"Ưu tiên phát triển kinh tế biển gắn liền với quản lý vùng trời, bảo vệ biển, đảo và xây dựng thế trận toàn dân gắn với thế trận an ninh nhân dân.","Öu tieân pôjing kinh teâÊ ñak tôsiê pôteêp adriêng ngoê hnheêi vung trôi, jö vei ñak tôsiê, ñao oeêng tôjung pôm theâÊ traân ñiê ñaêng kon tôring pôteêp adriêng theâ traân an ninh kon tôring"
UBND các huyện ven biển và thành phố Quy Nhơn,UBND rim hueân jeâÊ ñak tôsiê oeêng thanh phoÊâ Quy Nhôn
"Căn cứ Kế hoạch này, Chương trình hành động số 22-CTr/TU và chức năng, nhiệm vụ được giao, xây dựng Kế hoạch thực hiện của địa phương mình và ban hành trong quý I năm 2020","Kaên köê glong pônhroh anu, tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU oeêng tôdrong ñeêi pôjao, tôjung pôm glong pônhroh pôm ñôêng cham pôlei bôên oeêng aên leêch lôêm kuyê minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
"Đồng thời phối hợp thực hiện các chương trình, nhiệm vụ, đề án, dự án trong Kế hoạch này.","Thoi ‘noh adriêng pôm rim chöông trinh, nhieâm vu, ñeâ an, ‘yöê an lôêm glong pônhroh anu"
"Các sở, ban ngành, địa phương căn cứ chức năng, nhiệm vụ của mình, Kế hoạch này và Chương trình hành động số 22-CTr/TU xây dựng Kế hoạch tổ chức triển khai thực hiện các nhiệm vụ được giao đồng bộ, có hiệu quả","Rim sô, ‘ban, nganh, cham pôlei kaên köê tôdrong ñôêng bôên, glong pônhroh anu oeêng tôdrong pôm ksoâÊ ‘baêl jiêt ‘baêl-CTr/TU tôjung pôm glong pônhroh pôloêk pônhroh pôm rim tôdrong ñei pôjao ñoâng ‘boâ, ôêi thu ‘yoêk"
"Định kỳ sơ kết, tổng kết việc thực hiện và trước ngày 01 tháng 12 hằng năm gửi báo cáo tình hình thực hiện về Sở Tài nguyên và Môi trường để tổng hợp, báo cáo UBND tỉnh.","Truh jônang sô keât, toâng keât tôdrong pôm oeêng adrol ‘naêr minh kheêi minh jiêt ‘baêl rim sônaêm göi ‘baêo caêo tôdrong pôm söt Sô Tai ngueân oeêng Moâi tröông söê toâng hôêp, pôtho khan UBND tinh"
"Chỉ thị Về việc tổ chức thực hiện Nghị định số 55/2015/NĐ-CP ngày 09/6/2015 của Chính phủ về chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn trên địa bàn tỉnh Bình Định. ","Chi thi lôêm tôdrong pôloêk pôm Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP ‘naêr tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng kôpal teh ñak lôêm tôdrong tiên juêng tôguêm pôjing noâng nghieâp, cham pôlei lôêm tôring tinh ‘Binh Ñinh"
"Ngày 09/6/2015, Chính phủ ban hành Nghị định số 55/2015/NĐ-CP về chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn thay thế Nghị định 41/2010/NĐ-CP ngày 12/4/2010.","‘Naêr tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm, kôpal teh ñak aên leêch Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP lôêm tôdrong tiên juêng tôguêm pôjing noâng nghieâp, cham pôlei tôplih Nghiê ñinh puoân jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/NÑ-CP ‘naêr minh jiêt ‘baêl kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt"
"Để triển khai thực hiện có hiệu quả Nghị định số 55/2015/NĐ-CP nhằm thúc đẩy chuyển dịch cơ cấu kinh tế trong nông nghiệp, nông thôn","Söê pônhroh pôm ôêi thu ‘yoêk Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP söê pôm kjung chueân jiêt kô kôêu kinh teâÊ lôêm noâng nghieâp, cham pôlei"
"Tăng cường đầu tư xây dựng cơ sở hạ tầng, xây dựng nông thôn mới và từng bước nâng cao đời sống của nhân dân trên địa bàn tỉnh, Chủ tịch UBND tỉnh yêu cầu Thủ trưởng các Sở, ban, ngành, tổ chức chính trị - xã hội, đoàn thể tỉnh","Kjung tôguêm tôjung pôm kô sô ha taâng, tôjung pôm cham pôlei anao oeêng rim tôdrong poâk xuoân tôdrong yaêl arih kon tôring lôêm tôring tinh, Chu tich UBND tinh pôtho khan pôgôl rim sô, ‘ban, nganh, toâ chöêk chinh tri xa hoâi, ñoan theâ tinh"
"Chủ tịch UBND các huyện, thị xã, thành phố thực hiện nghiêm túc một số nội dung sau","Chu tich UBND rim hueân, thi xa, thanh phoâÊ pôm tôpaê minh ksoâÊ tôdrong ñôêng roêng ôêu"
Ngân hàng Nhà nước Chi nhánh tỉnh Bình Định,Ngaân hang kôpal chi nhanh tinh ‘Binh Ñinh
"Chủ trì, phối hợp với các Sở, ban, ngành, đoàn thể tỉnh; UBND các huyện, thị xã, thành phố và các đơn vị liên quan triển khai thực hiện tốt Nghị định số 55/2015/NĐ-CP","Pôgôl, adriêng rim sô, ‘ban, nganh, ñoan theâ tinh; UBND rim hueân, thi xa, thanh phoâÊ oeêng rim ñôn viê lieân kuan pônhroh pôm hôgeêi Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP"
"Phối hợp với các cơ quan truyền thông tổ chức tuyên truyền sâu rộng các chính sách tín dụng phục vụ phát triển nông nghiệp nông thôn để các cấp, ngành, tổ chức cá nhân nắm bắt, hiểu rõ tạo sự đồng thuận cao.","Adriêng rim kô kuan trueân thoâng pôloêk pôtho khan jôruê saê rim tôdrong tiên juêng tôguêm pôjing noâng nghieâp, cham pôlei söê rim kôêp, nganh, toâ chöêk kôdih ôkôêu roâp baêt, baêt maê ro pôm tôdrong ñoâng thuaân deâh"
"Chỉ đạo, hướng dẫn các tổ chức tín dụng trên địa bàn đẩy mạnh triển khai chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn.","Pôgôl, pôtho khan rim toâ chöêk tiên juêng lôêm tôring jôraê deâh pônhroh tôdrong tiên juêng tôguêm pôjing noâng nghieâp, cham pôlei"
"Chủ trì, phối hợp với Sở Tài chính và các đơn vị liên quan tham mưu cho UBND tỉnh trình cấp có thẩm quyền xử lý các khoản nợ gốc và lãi của tổ chức, cá nhân bị thiệt hại do nguyên nhân khách quan, bất khả kháng được quy định tại Khoản 2 Điều 12, Khoản 3 Điều 14 và Khoản 3 Điều 15 của Nghị định số 55/2015/NĐ-CP.","Pôgôl, adriêng Sô Tai chiênh oeêng rim ñôn viê lieân kuan pôñam ‘bôl ñon aên UBND tinh trinh kôêp ôêi thaâm kueân xö lyê rim khoan sôre tôêm oeêng lai ñôêng toâ chöêk, kôdih ôkôêu ‘bi hiong hiôt yua tôdrong khach kuan, ‘baât kha khang ñei kuy ñinh lôêm Khoan ‘baêl Ñieâu minh jiêt ‘baêl, Khoan peâng Ñieâu minh jiêt puoân oeêng Khoan peâng Ñieâu minh jiêt pôñaêm ñôêng Nghiê ñinh ksoâÊ pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP"
"Chủ trì, phối hợp trong công tác quản lý, thanh tra, kiểm tra, giám sát các tổ chức tín dụng trên địa bàn trong thực hiện chính sách tín dụng phục vụ nông nghiệp, nông thôn theo quy định.","Pôgôl, adriêng lôêm tôdrong ngoê hnheêi, thanh tra, kieâm tra giam sat rim toâ chöêk tiên juêng lôêm tôring lôêm pôm tôdrong tiên juêng tôguêm noâng nghieâp, cham pôlei ‘boi kuy ñinh"
"Tổng hợp báo cáo kết quả, theo dõi và phối hợp với các đơn vị có liên quan xử lý các vấn đề phát sinh, phản ánh kịp thời những khó khăn, vướng mắc trong quá trình triển khai thực hiện Nghị định 55/2015/NĐ-CP đến các cấp có thẩm quyền xem xét, xử lý.","Toâng hôêp pôtho khan thu ‘yoêk, ngoê hnheêi oeêng adriêng rim ñôn viê ôêi lieân kuan xö lyê rim tôdrong ôêi leêch pieâu, pôtho khan tôtam rim hrat tônap, amaêk lôêm jônang pônhroh pôm Nghiê ñinh pôñaêm jiêt pôñaêm/NÑ-CP truh kôêp ôêi thaâm kueân ngoê hnhei, xö lyê"
Sở Nông nghiệp và Phát triển nông thôn,Sô noâng nghieâp oeêng pôjing cham pôlei
"Chủ trì, rà soát, thực hiện và bổ sung quy hoạch phát triển ngành nông nghiệp và các sản phẩm nông nghiệp chủ lực và vùng sản xuất nông nghiệp trọng điểm","Pôgôl, ngoê hnheêi, pôm oeêng tôguêm kuy hoach pôjing nganh noâng nghieâp oeêng rim ñoâ noâng nghieâp trong ñieâm oeêng apung choh jang noâng nghieâp pôgloh"
Quy hoạch cơ sở hạ tầng nông thôn phù hợp với điều kiện của tỉnh.,Kuy hoach kô sô ha taâng cham pôlei trô troê adriêng tôdrong ñôêng tinh
"Triển khai Đề án tái cơ cấu ngành nông nghiệp, chương trình xây dựng nông thôn mới, trong đó có các chính sách khuyến khích triển khai phát triển các mô hình hợp tác, liên kết, ứng dụng khoa học công nghệ cao trong sản xuất nông nghiệp.","Pônhroh Ñeâ an taêi kô kôêu nganh noâng nghieâp, tôdrong tôjung pôm cham pôlei anao, lôêm ‘noh ôêi tôdrong pôtho khan pônhroh pôjing rim moâ hinh hôêp tac, lieân keâÊt, tôjung pôm khoa hoêk koâng ngheâ deâh lôêm choh jang noâng nghieâp"
"Chỉ đạo và hướng dẫn các địa phương thực hiện công tác khuyến nông, khuyến lâm, khuyến ngư và nghề muối","Pôgôl oeêng pôtho khan rim cham pôlei pôm tôdrong khueâÊn noâng, khueâÊn laâm, khueâÊn ngö oeêng ngheâ ‘boh"
"Tập huấn, hỗ trợ nông dân về khoa học kỹ thuật, giống, bảo quản sau thu hoạch, phòng chống thiên tai dịch bệnh.","Pôtho khan, tôguêm naê ma lôêm khoa hoêk ky thuaât, adreâch, jö vei ñôêng roêng thu ‘yoêk, phong dôêt thieân tai jiêt jiê"
"Phối hợp chặt chẽ với các sở, ngành liên quan và UBND các huyện, thị xã, thành phố trong việc triển khai hoàn thiện mọi thủ tục pháp lý, đẩy nhanh tiến độ cấp giấy chứng nhận quyền sử dụng đất nông, lâm nghiệp, giấy chứng nhận kinh tế trang trại...để các hộ gia đình, cá nhân, chủ trang trại có cơ sở vay vốn ngân hàng theo quy định.","Adriêng kôjaêp adriêng rim sô, nganh lieân kuan oeêng UBND rim hueân, thi xa, thanh phoâÊ lôêm tôdrong pônhroh keh koêng ñiê tôdrong phap lyê, jôraê ranh tôdrong kôêp hla chöêng nhaân kueân chaê yuoâ teh noâng, laâm nghieâp, hla chöêng nhaân kinh teâÊ adruêng adron… söê rim uênh hnam, kôdih ôkôêu, chu adruêng adron ôêi tôdrong veêi jeân ngaân hang ‘boi kuy ñinh"
"Chủ trì tham mưu cho UBND tỉnh ban hành văn bản thông báo tình trạng thiên tai, dịch bệnh trên phạm vi rộng làm căn cứ để kiểm tra, tổng hợp trình Chính phủ khoanh nợ, xóa nợ theo quy định.","Pôgôl pôñam ‘bôl ñon aên UBND tinh aên leêch vaên ‘ban pôtho khan tôdrong thieân tai, jiêt jiê lôêm tôdrong saê pôm tôdrong söê ngoê hnheêi, toâng hôêp trinh kôpal teh ñak khoanh sôre, tuêk sôre ‘boi kuy ñinh"
Sở Tài chính,Sô Tai chiênh
"Chủ trì, phối hợp với Sở Tư pháp hướng dẫn việc không thu lệ phí chứng thực hợp đồng thế chấp tài sản và lệ phí đăng ký giao dịch bảo đảm theo quy định tại Khoản 4 Điều 9 của Nghị định 55/2015/NĐ-CP.","Pôgôl, adriêng Sô Tö phap pôtho khan tôdrong biê thu jeân chöêng thöêk hôêp ñoâng theâÊ chôêp kua tômam oeêng jeân ñaêng kyê giao jiêt tômaên tôl ‘boi tôdrong lôêm Khoan puoân Ñieâu tôxiênh ñôêng Nghiê ñinh pôñaêm jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP"
"Chủ trì, phối hợp với các Sở, ngành có liên quan tham mưu UBND tỉnh trong triển khai thực hiện chính sách bảo hiểm trong sản xuất nông nghiệp.","Pôgôl, adriêng rim sô, nganh ôêi lieân kuan pôñam ‘bôl ñon UBND tinh lôêm pônhroh pôm tôdrong ‘bao hieâm lôêm choh jang noâng nghieâp"
"Phối hợp Ngân hàng Nhà nước Chi nhánh tỉnh kiểm tra, xác nhận, tổng hợp số liệu đề nghị khoanh nợ, xóa nợ làm căn cứ để UBND tỉnh trình Chính phủ quyết định khoanh nợ, xóa nợ theo quy định","Adriêng Ngaân hang kôpal Chi nhaênh tinh ngoê hnhei, xac nhaân, toâng hôêp ksoâÊ lieâu pôtho khan khoanh sôre, tuêk sôre pôm tôdrong söê UBND tinh trinh kôpal teh ñak kueâÊt ñinh khoanh sôre, tuêk sôre ‘boi kuy ñinh"
Sở Kế hoạch và Đầu tư,Sô keâ hoach oeêng Ñaâu tö
