Tiếng Việt,Tiếng BaNa
"Tỉa hoa, nhúng thuốc đậu quả, tỉa quả","Tia pôkao, ‘nhuêng bôgang ñei pleêi, tia pleêi"
Tỉa hoa: Tiến hành tỉa hoa khi bắt đầu nở để cho phù hợp với sức chịu của cành và khả năng của cây.,Tia pôkao: Pôm tia pôkao jônang pôtôm leêch söê aên trô troê adriêng tôdrong chiu ñôêng gôdai oeêng kha naêng ñôêng ‘long
"Tùy khả năng sinh trưởng của mỗi cành và cây mà tỉa chùm hoa chỉ để lại 1 - 2 chùm hoa/cành, đối với cành quả có đường kính ≥1cm thì có thể để 2 chùm hoa.","Tuy tôdrong yaêl arih ñôêng minh gôdai oeêng ‘long maê tia chum pôkao anao söê kah minh truh ‘baêl chum pôkao minh gôdai, adriêng gôdai pleêi ôêi ñöông kiênh groâng loi thoi dang dang minh centimet thoi ôêi tôdrong söê ‘baêl chum pôkao"
Trên mỗi chùm hoa tỉa 1 - 2 nhánh gốc và các nhánh ngọn chỉ để lại 12 - 15 nhánh hoa.,Lôêm minh chum pôkao tia minh truh ‘baêl tôköng tôm oeêng rim tôköng weâch anao söê kah minh jiêt ‘baêl truh minh jiêt pôñaêm tôköng pôkao
"Nhúng, phun thuốc đậu quả: Sau khi tỉa hoa xong nhúng hoặc phun thuốc đậu quả ngay để tăng khả năng đậu quả. sử dụng thuốc:  Sistep VN.","‘Nhuêng, phun bôgang ñei pleêi: Ñôêng rong tia pôkao keh ‘nhuêng thoi phun bôgang ñei pleêi ling söê kjung tôdrong ñei pleêi. Chaê yuoâ bôgang: Sistep VN"
Tỉa quả: Cần tỉa quả sớm để tập trung dinh dưỡng nuôi quả.,Tia pleêi: Waê tia pleêi sruoâÊih söê pônhoâm yinh yöông rong pleêi
"Khi quả có đường kính khoảng 0,5 - 1cm thì tiến hành tỉa quả để tạo khoảng không, và tập trung dinh dưỡng cho quả phát triển to đều, chùm nho thông thoáng hạn chế sâu bệnh.","Jônang pleêi ôêi ñöông kiênh khoang khoâng pheêi pôñaêm truh minh centimet thoi pôm tia pleêi söê pôm khoang khoâng oeêng pônhoâm yinh yöông aên pleêi pôjing groâng hôdôi, chum nho thoâng thoang tôjul jôroâng jiê"
Chú ý tỉa đều 4 phía chùm quả. Sau khi tỉa quả tiến hành nhúng thuốc thúc quả và thuốc phòng bệnh để hạn chế bệnh tấn công chùm nho.,Ngoê hnheêi tia hôdôi puoân pah chum pleêi. Ñôêng roêng tia pleêi pôm ‘nhuêng bôgang thuêk pleêi oeêng bôgang phong jiê söê tôjung jiê taâÊn koâng chum nho
"Dùng gáo hoặc bình đựng chế phẩm, nhúng từng chùm quả vào thuốc, yêu cầu nhúng ướt đều chùm quả.","Chaê yuoâ kloêk thoi ‘binh söê cheâÊ phaâm, ‘nhuêng rim chum pleêi tômöt bôgang, kô waê ‘nhuêng yoâm hôdôi chum plei"
Sử dụng thuốc: Sistep VN + Linsuannerqingjia + Karen.,Chaê yuoâ bôgang: Sistep VN koâng Linsuannerqingjia koâng Karen
"Bao quả nho: Việc bao quả nho rất quan trọng nhằm hạn chế côn trùng và sâu, bệnh hại quả nho, làm đẹp mã quả, hạn chế rám quả.","Jö vei nho: Tôdrong jö vei nho la pôgloh söê pôm tôjul koân trung oeêng jôroâng, jiê pôm glaêi pleêi nho, pôm lieâm ma pleêi, tôjul ram pleêi"
Yêu cầu có túi chuyên dụng có khả năng thấm nước và trao đổi khí.,Kô waê ôêi gôdung chueân jung ôêi tôdrong thaâÊm ñak oeêng trao ñoâi khiê
"Mỗi chùm được bao một túi chuyên dụng, chú ý thắt miệng túi vừa đủ chặt để tránh côn trùng, song không ảnh hưởng đến cuống chùm nho.","Minh chum ñei ‘bao minh gôdung chueân jung, ngoê hnheêi choâÊ ‘bôl gôdung böa duh kôjaêp söê hli koân trung maêleêi biê anh höông truh atoêng chum nho"
Phòng trừ sâu bệnh hại,Phong dôt jôroâng jiê pôm glaêi
"Sâu hại: Phòng trừ sâu hại chính như: sâu xám ở giai đoạn cây con, nhện đỏ, sâu xanh, sâu đục thân, bọ cánh cứng… sớm và kịp thời. Yêu cầu phun thuốc phòng trừ bảo đảm an toàn cho người sử dụng.","Jôroâng glaêi: Phong dôt jôroâng glaêi chiênh in: jôroâng xam oei jônang ‘long kon, wai goâh, jôroâng kseê, jôroâng phaê ‘long, ‘bo pônal kheêng… sruoâÊih oeêng tôtam. Kô waê phun bôgang phong dôt tômaên tôl an toan aên bôngai chaê yuoâ"
"Bệnh hại: Bệnh chủ yếu là bệnh mốc sương (sương mai) và gỉ sắt. Bệnh gây hại nhiều nhất vào mùa mưa, trời ẩm, giai đoạn cuối tháng 7, tháng 8, 9 hàng năm. ","Jiê glaêi: Jiê pôgloh la jiê moâk söông (söông mai) oeêng gi pôseêi. Jiê pôm glaêi lö pôgloh tômöt jan ami, pleênh lôngôp, jônang atuêch kheêi tôpôh, kheêi tôhngam, tôxiênh rim sônaêm"
"Bệnh rất nguy hiểm và đáng sợ nhất là bệnh sương mai, bệnh lây lan nhanh, rất khó trị ","Jiê pôgloh glaêi oeêng kô ‘yuê pôgloh la jiê söông mai, jiê apoh ranh, pôgloh khoê triê"
"Nếu không phát hiện sớm, phun thuốc đúng lúc và điều trị triệt để thì nấm có thể làm tàn lụi giàn lá, đọt non trước khi cắt cành, làm giảm diện tích quang hợp ảnh hưởng đến năng suất vụ tới.","Tôêng biê ‘boh sruoâÊih, phun bôgang troê jônang oeêng ñieâu triê ñiê thoi môêu ôêi tôdrong pôm jruh pra hla, weâch ‘lôêp adrol jônang kaêt gôdai, pôm tôjul yieân tiêch kuang hôp anh höông truh thu ‘yoêk vuê truh"
"Bệnh Mốc Sương (sương mai): Áp dụng biện pháp phòng trừ tổng hợp (IPM), Ngắt bỏ lá bệnh đem đi tiêu hủy, Sử dụng một số loại thuốc như sau: Đồng oxi, Đồng sun phát.","Jiê moâÊk söông (söông mai): Tôjung pôm tôdrong phong dôt toâng hôêp (IPM), ngaêt tuêk hla jiê cheêp naêm tieâu huy, chaê yuoâ minh ksoâÊ loai bôgang iên ñôêng roêng ôêu: Ñoâng oxi, Ñoâng sun phat"
"Bệnh gỉ sắt: Áp dụng biện pháp phòng trừ tổng hợp (IPM), sử dụng một số loại thuốc như sau: Anvil 5SC; Topsin M 70 WP, đồng oxi, Carzate","Jiê gi pôseêi: Tôjung pôm rim tôdrong phong dôt toâng hôêp (IPM) chaê yuoâ minh ksoâÊ loai bôgang in ñôêng roêng ôêu: Anvil pôñaêm SC; Topsin M tôpôh jiêt WP, ñoâng oxi, Carzate"
"Bệnh thối quả: Bệnh xuất hiện khi quả gần thu hoạch, mức độ hại không nhiều, cần loại bỏ cả chùm tránh lây lan.","Jiê oâm pleêi: Jiê ‘boh leêch jônang pleêi waê thu ‘yoêk, möêk ñoâ pôm glaêi biê lö, waê loai tuêk ñiê chum hli apoh"
"Nứt quả: Hiện tượng nứt quả nho xuất hiện trong thời gian quả lớn và sắp chín, ảnh hưởng lớn tới năng suất và phẩm chất nho.","Chôñah pleêi: Tôdrong chôñah pleêi nho ‘boh leêch lôêm jônang pleêi groâng oeêng waê ñum, anh höông groâng truh thu ‘yoêk oeêng tôdrong thu ‘yoêk ñei nho"
Giống nho Tảo Hồng mẫn cảm với hiện tượng nứt quả mạnh hơn giống nho Cự Phong.,AdreâÊch nho Tao Hoâng maân kam adriêng tôdrong chôñah pleêi deâh loi adreâÊch nho Kö Phong
"Chùm nho bị nứt quả cần tháo túi bao quả để tỉa bỏ các quả bị nứt, rồi bao chùm quả lại.","Chum nho ‘bi chôñah pleêi waê pôloêk gôdung ‘bao pleêi söê tia tuêk rim pleêi ‘bi chôñah, roâi ‘bao chum pleêi pieâu"
"Thời gian thu hoạch: Vào khoảng tuần cuối của tháng 6 đến trung tuần tháng 7 dương lịch, khi kiểm tra thấy chùm quả đã đạt độ chín (có màu tím).","Jônang thu ‘yoêk: Tômöt khoang tuoân atuêch ñôêng kheêi drôêu truh trung tuoân kheêi tôpôh yöông lich, jônang ngoê hnheêi ‘boh chum pleêi jôh ñat ñoâ ñum (ôêi môu tiêm)"
"Trước khi thu hoạch cần ngừng tưới nước khoảng 1 tuần, thu hái khi trời nắng ráo, tháo túi bao quả đối với những chùm quả đã đạt độ chín, dùng kéo cắt cành cắt cuống chùm quả sát với chùm quả để tránh tổn thương cho chùm quả khác.","Adrol jônang thu ‘yoêk waê thoâi chruh ñak khoang minh tuoân, thu hleh jônang pleênh toê, pôloêk gôdung ‘bao pleêi adriêng rim chum pleêi jôh ñat ñoâ ñum, ‘yoêk keêo kaêt gôdai kaêt atoêng chum pleêi jeâÊ adriêng chum pleêi söê hli toân thöông aên chum pleêi nai"
"Bảo quản: Loại bỏ những quả quả nứt, thối hỏng sẽ làm hạn chế sự lây nhiễm sang các đơn vị sản phẩm khác.","Jö vei: Loai tuêk rim pleêi chôñah, oâm hö pôm tôjul tôdrong apoh tôkan rim ñôn viê san phaâm nai"
Chùm quả được rửa sạch trước khi tiến hành đóng gói. ,Chum pleêi ñei ‘nhao sach adrol jônang pôm ñoêng gôdung
"Nho được đóng gói vào túi ny lon có lỗ thoát khí hoặc khay xốp có bao màng dẻo, yêu cầu thao tác cẩn thận, nhẹ nhàng đảm bảo quả nho không bị dập và thâm.","Nho ñei ñoêng gôdung tômöt tuêi nilon ôêi troâm thoat khiê thoi khay xoâp ôêi ‘bao mang tô‘baêl, kô waê pôm kaân thaân, dal dal, tômaên tôl nho biê ‘bi daâp oeêng oâm."
Quy trình kỹ thuật canh tác cây khoai mì,Kuy trinh kô kach pôtaêm ‘long kumi
Chuẩn bị đất,Chuaân ‘bi the
"Chọn đất: Đất bằng phẳng, có thành phần cơ giới nhẹ (đất cát pha, thịt nhẹ), tơi xốp, không bị ngập úng, độ pH = 5 – 7 là thích hợp nhất.","Chaê teh: Teh tômaên, ôêi tôdrong kô giôêi dal (teh chuêah pha, aseêch dal), lômön, biê ‘bi hlôêp, ñoâ pH dang pôñaêm truh tôpôêh la trô troê pôgloh"
"Làm đất: Đất trồng khoai mì nhất thiết phải được thu dọn rễ cây, tàn dư thực vật, san bằng phẳng và xử lý cỏ dại","Pôm teh: Teh pôtaêm kumi pôgloh phai ñei thu don rieâÊh ‘long, tan yö thöêk vaât, pôm tômaên oeêng xö lyê nhaêt"
"Cày sâu 20 – 25cm, cày 2 lần, mỗi lần cách nhau 10 – 15 ngày, bừa 2 lần (lần 1 sau khi cày lật lần 1 khoảng 7 – 15 ngày và bừa lần 2 sau khi cày lần 2 từ 5 – 7 ngày).","Kaêi jôruê ‘baêl jiêt truh ‘baêl jiêt pôñaêm centimet, kaêi ‘baêl maêng, minh maêng kach adriêng minh jiêt truh minh jiêt pôñaêm ‘naêr, ‘böa ‘baêl maêng (maêng maê minh ñôêng roêng kaêi blôê maêng maê minh khoang tôpôêh truh minh jiêt pôñaêm ‘naêr oeêng böa maêng maê ‘baêl ñôêng roêng kaêi maêng maê ‘baêl ñôêng pôñaêm truh tôpôêh ‘naêr)"
"Vùng đất dốc thì làm đất tối thiểu để hạn chế xói mòn, rữa trôi. Nếu đất có độ dốc lớn (> 8%) thì không cần cày bừa mà cuốc hốc trồng trực tiếp.",Apung teh tôgeêl thoi pôm teh toâÊi thieâu söê pôm tôjul hlih teh. Tôêng teh ôêi ñoâ tôgeêl groâng (groâng loi tôhngam phaân traêm) thoi biê waê kaêi ‘böa ma boêk troâm pôtaêm tröêk tieâÊp
Trồng mì trên đất dốc theo đường đồng mức (luống trồng vuông góc với độ dốc).,Pôtaêm kumi lôêm teh tôgeêl ‘boi trong ñoâng möêk (luoâÊng pôtaêm vuoâng goêk adriêng ñoâ tôgeêl)
"Trồng xen canh hoặc luân canh với các cây họ đậu như đậu phụng, đậu xanh, đậu đen… có tác dụng làm tăng dinh dưỡng đất, phục hồi độ phì sau khi trồng khoai mì. Đây là một trong những biện pháp canh tác bền vững đối với đất trồng khoai mì. Không nên trồng độc canh cây khoai mì nhiều năm liền.","Pôtaêm xen kanh thoi luaân kanh adriêng rim ‘long ho ñôêu in ñôêu phung, tuih gaêm, pra… ôêi tôdrong pôm kjung yinh yöông teh, phuêk hoâi ñoâ phi ñôêng roêng pôtaêm kumi. Anu la minh lôêm rim tôdrong pôm kôjaêp adriêng teh pôtaêm kumi. Biê pôtaêm minh loai ‘long kumi lö sônaêm ling"
"Một số giống khoai mì có năng suất cao như KM 60, KM 95, SM 937-26, KM 98-1, KM 98-5, KM 140, KM 94… (28 – 30 tấn, hàm lượng tinh bột từ 28 – 30%).","Minh ksoâÊ adreâÊch kumi ôêi thu ‘yoêk deâh in KM drôêu jiêt; KM tôxiênh pôñaêm; SM tôxiênh peâng tôpôêh-‘baêl drôêu; KM tôxiênh tôhngam-minh; KM tôxiênh tôhngam-pôñaêm; KM minh puoân khoâng; KM tôxiênh puoân… (‘baêl jiêt tôhngam truh peâng jiat tôêng, ham löông tinh ‘boât ñôêng ‘baêl jiêt tôhngam truh peâng jiêt phông traêm)"
"Chọn cây phải đạt ít nhất 6 tháng tuổi, khỏe mạnh, không nhiễm sâu bệnh, nhặt mắt, không bị khô, không trầy xước để làm hom giống.","Chaê ‘long phai ñat ‘biêa pôgloh ñei drôêu kheêi, jaêng deâh, biê nhieâm jôroâng jiê, lö apaêng, biê ‘bi srieâng, biê kôlot söê pôm hom adreâÊch"
"Thời gian bảo quản giống không quá 60 ngày, bó từng bó để đứng nơi khô ráo, có bóng mát. Hom giống lấy từ 1/3 ở đoạn giữa thân, chiều dài hom 12 – 15cm, đường kính thân trên 1,7cm và đạt từ 3 – 4 mắt, chặt hom không quá ngắn hoặc quá dài, dùng dao sắc để chặt và tránh làm hom bị dập. Xử lý hom trước khi trồng bằng cách nhúng vào các hỗn hợp diệt nấm.","Jônang jö vei adreâÊch biê loi drôêu jiêt ‘naêr, ‘boê rim ‘boê söê oei dônoê srieâng, ôêi bong mat. Hom adreâÊch ‘yoêk ñôêng minh phông peâng oei ñoan tôêk pôêk ‘long, trong ñuoâÊi hom minh jiêt ‘baêl truh minh jiêt pôñaêm centimet, ñöông kiênh ‘long loi minh pheêi tôpôêh centimet oeêng ñat ñôêng peâng truh puoân kôlot, koh hom biê kuaê kôñeh thoi biê kuaê ñuoâÊi, ‘yoêk seêng han söê koh oeêng hli pôm hom ‘bi jaâp. Xö lyê hom adrol jônang pôtaêm ñôêng kô kach ‘nhuêng tômöt rim hoân hôêp ‘bet môêu"
Thời vụ trồng,Jônang pôtaêm
"Vụ 1: Trồng từ tháng 4 đến tháng 5 và thu hoạch vào tháng 1 đến tháng 3 năm sau. Ở vụ này nên tranh thủ trồng sớm khi đất đủ độ ẩm, khô hạn làm giảm khả năng mọc mầm.","Vuê minh: Pôtaêm ñôêng kheêi puoân truh kheêi pôñaêm oeêng thu ‘yoêk tômöt kheêi minh truh kheêi peâng sônaêm roêng. Oei vuê anu waê tranh thu pôtaêm sruoâÊih jônang teh duh ñoâ lôngôêp, toê phang pôm tôjul tôdrong hon boâp"
Vụ 2: Trồng vào tháng 9 đến tháng 10; thu hoạch vào tháng 7 – 8 năm sau.,Vuê ‘baêl: Pôtaêm tômöt kheêi tôxiênh truh kheêi minh jiêt; thu ‘yoêk tômöt kheêi tôpôêh truh kheêi tôhngam sônaêm roêng
Phương pháp trồng,Kô kach pôtaêm
Trồng hom nằm ngang trên những diện tích đất tương đối bằng phẳng.,Pôtaêm hom oei ngang lôêm rim chñeh teh töông ñoâÊi tômaên
"Ở những diện tích đất có mưa nhiều, thoát nước kém có thể lên luống hoặc lên liếp để trồng; đặt hom đứng hoặc xiên. Nếu trồng vào vụ cuối mưa (trái vụ) thì nên đặt hom đứng.","Oei rim chñeh teh ôi ami lö, thoat ñak kheê ôêi tôdrong pôm luoâÊng thoi pôm lieâÊp söê pôtaêm; söê hom atau thoi xieân. tôêng pôtaêm tômöt vuê atuêch ami (trai vuê) thoi waê söê hom atau"
Khoảng cách và mật độ trồng,Khoang kach oeêng maât ñoâ pôtaêm
"Đất tốt và trung bình trồng với khoảng cách 1,0 x 1,0m (tương đương với 10.000 cây/ha).",Teh lieâm oeêng trung ‘binh pôtaêm adriêng khoang kach minh pheêi khoâng nhôêng minh pheêi khoâng met (dang dang adriêng minh jiêt ôbôêu ‘long lôêm minh hecta)
"Đất xấu trồng với khoảng cách 1,0 x 0,8m hoặc 0,8 x 0,8m (tương đương với 12.500 – 16.000 cây/ha).",Teh bröê pôtaêm adriêng khoang kach minh pheêi khoâng nhôêng khoâng pheêi tôhngam met thoi khoâng pheêi tôhngam nhôêng khoâng pheêi tôhngam met (dang dang adriêng minh jiêt ‘baêl ôbôêu pôñaêm hrieâng truh minh jiêt drôêu ôbôêu ‘long lôêm minh hecta)
"Có thể trồng xen các cây họ đậu (đậu phụng, đậu xanh…) với trồng mì. Khoảng cách giữa 2 hàng mì từ 1,0 – 1,2m. Đối với cây đậu hàng cách hàng 25 – 30cm và cây cách cây 15 – 20cm. Đặc biệt phải luân canh đối với những ruộng mì bị nhiễm bệnh chổi rồng nặng bằng cách trồng bắp, mè, dưa lấy hạt… tối thiểu là 1 năm.","ÔÊi tôdrong pôtaêm xen rim ‘long ho ñôêu (tuih gaêm, pra…) adriêng pôtaêm kumi. Khoang kach tôêk pôêk ‘baêl hang kumi ñôêng minh pheêi khoâng truh minh pheêi ‘baêl met. Adriêng ‘long ñôêu hang kach hang ‘baêl jiêt pôñaêm truh peâng jiêt centimet oeêng ‘long kach ‘long minh jiêt pôñaêm truh ‘baêl jiêt centimet. Pôgloh phai luaân kanh adriêng rim bal kumi ‘bi nhieâm jiê choâi roâng deâh ñôêng kô kach pôtaêm hôbo, lôngôêu, môkai ‘yoêk geêr… pôgloh la minh sônaêm"
Chăm sóc,Tôme rong
"Trồng dặm: Sau khi trồng 10 – 12 ngày, hom đã nảy mầm. Khoảng 18 – 20 ngày nếu đất còn độ ẩm thì dặm lại các hom không nảy mầm hoặc mầm yếu.","Pôtaêm pieâu: Ñôêng roêng pôtaêm minh jiêt truh minh jiêt ‘baêl ‘naêr, hom jôh leêch boâp. Khoang minh jiêt tôhngam truh ‘baêl jiêt ‘naêr tôêng teh araê ñoâ lôngôêp thoi pôtaêm pieâu rim hom biê leêch boâp thoi boâp kheê"
"Bón phân: Mì hút nhiều dinh dưỡng, do đó để đảm bảo năng suất cao cần bón phân đầy đủ và cân đối NPK; có thể phun thêm phân bón lá để bổ sung trung vi lượng cho cây; đặc biệt là tăng cường bón phân hữu cơ.","Tuh phôêng: Kumi hut lö yinh yöông, yua ‘noh söê tômaên tôl thu ‘yoêk deâh waê tuh phôêng duh oeêng kaân ñoâÊi NPK; ôêi tôdrong phun pieâu phôêng ‘boên hla söê tôguêm trung vi löông aên ‘long; pôgloh la kjung tuh phôêng höu kô"
Lượng phân cho 1ha,Löông phôêng aên minh hecta
"Phân chuồng 5 – 10 tấn hoặc phân vi sinh 0,5 – 1 tấn.",Phôêng chuoâng pôñaêm truh minh jiêt tôêng thoi phôêng vi sinh khoâng pheêi pôñaêm truh minh tôêng
Phân hóa học,Phôêng hoa hoêk
Bón 80kg N + 40kg P2O5 + 80kg K2O (khoảng 175kg Urea + 200 Super lân + 130kg KCl),Tuh tôhngam jiêt kiloâgam N koâng puoân jiêt kiloâgam P ‘baêl O pôñaêm koâng tôhngam jiêt kiloâgam K ‘baêl O (khoang minh hrieâng tôpôêh jiêt pôñaêm kiloâgam Urea koâng ‘baêl hrieâng Super laân koâng minh hrieâng peâng jiêt kiloâgam KCL)
"Nếu thâm canh, bón 160kg N + 80kg P2O5 + 160kg K2O (khoảng 350kg Urea + 400 Super lân + 260kg KCl). Nếu đất chua cần bổ sung thêm từ 500 – 700kg vôi.","Tôêng thaâm kanh, tuh minh hrieâng drôêu jiêt kiloâgam N koâng tôhngam jiêt kiloâgam P ‘baêl O pôñaêm koâng minh hrieâng drôêu jiêt kiloâgam K ‘baêl O (khoang peâng hrieâng pôñaêm jiêt kiloâgam Urea koâng puoân hrieâng Super laân koâng ‘baêl hrieâng drôêu jiêt kiloâgam KCL) Tôêng teh ‘nhuê waê tôguêm pieâu ñôêng pôñaêm hrieâng truh tôpôêh hrieâng kiloâgam sra"
Thời gian bón,Jônang tuh
Bón lót: toàn bộ phân chuồng hoặc phân hữu cơ vi sinh + phân lân + vôi khi cày bừa hoặc bón theo hốc trước khi trồng,Tuh lot: Ñiê ñaêng phôêng chuoâng thoi phôêng höu kô vi sinh koâng phôêng laân koâng sra jônang kaêi ‘böa thoi tuh ‘boi troâm adrol jônang pôtaêm
Bón thúc bón theo hốc (cách gốc hoặc hom khoai mì 15 – 20cm).,Tuh thuêk tuh ‘boi troâm (kach tôm thoi hom kumi ñôêng minh jiêt pôñaêm truh ‘baêl jiêt centimet)
Lần 1: 25 – 30 ngày sau trồng (1/2 phân đạm + 1/2 kali),Maêng maê minh: ‘Baêl jiêt pôñaêm truh peâng jiêt ‘naêr ñôêng roêng pôtaêm (minh phông ‘baêl phôêng ñam koâng minh phông ‘baêl kali)
Lần 2: 50 – 60 ngày sau trồng (1/2 phân đạm + 1/2 kali).,Maêng maê ‘baêl: pôñaêm jiêt truh drôêu jiêt ‘naêr ñôêng roêng pôtaêm (minh phông ‘baêl phông ñam koâng minh phông ‘baêl kali)
Trừ cỏ dại,‘Bet ‘nhaêt
"Phun thuốc diệt cỏ tiền nảy mầm Dual hoặc Antaco với lượng dùng là 2,5 lít/ha, phun ngay sau khi trồng từ 1 – 2 ngày, đảm bảo nồng độ và lượng nước phun và ẩm độ đất đủ cho thuốc có thể thấm xuống đất từ 2 – 3cm.","Phun bôgang ‘bet ‘nhaêt adrol leêch boâp Dual thoi Antaco adriêng löông chaê yuoâ la ‘baêl pheêi pôñaêm lit minh hecta, phun ñôêng roêng pôtaêm ñôêng minh truh ‘baêl ‘naêr, tômaên tôl noâng ñoâ oeêng löông ñak phun oeêng ñoâ lôngôêp teh duh aên bôgang ôêi tôdrong thôêm jul teh ñôêng ‘baêl truh peâng centimet"
"Có thể kết hợp giữa làm cỏ bằng tay và phun thuốc là tốt nhất: làm cỏ bằng tay 1 lần sau khi trồng từ 25 – 30 ngày, sau khi làm cỏ xong phun thuốc diệt cỏ tiền nảy mầm Dual hoặc Antaco với lượng dùng là 1,2 lít/ha. Khi phun tránh thuốc dính vào đọt mì non. Nếu có điều kiện phủ bề mặt ruộng bằng tấm nhựa PE để khống chế cỏ dại.","ÔÊi tôdrong keâÊt hôêp tôêk pôêk pôm ‘nhaêt ñôêng ti oeêng phun bôgang la hôgeêi pôgloh: pôm ‘nhaêt ñôêng ti minh maêng ñôêng roêng pôtaêm ñôêng ‘baêl jiêt pôñaêm truh peâng jiêt ‘naêr, ñôêng roêng pôm ‘nhaêt keh phun bôgang ‘bet ‘nhaêt adrol leêch boâp Dual thoi Antaco adriêng löông chaê yuoâ la minh pheêi ‘baêl lit lôêm minh hecta. Jônang phun hli bôgang toâp tômöt weâch kumi ‘lôêp. Tôêng ôêi tôdrong athu maêt bal ñôêng tôêm nhöa PE söê khoâÊng cheâÊ ‘nhaêt"
Phòng trừ sâu bênh hại,Phong dôêt jôroâng jiê glaêi
"Cây mì ít bị sâu bệnh, nhưng cần chú ý một số đối tượng thường xuất hiện như nhện đỏ, bệnh thối đọt, bệnh xì mủ…, đặc biệt là bệnh chổi rồng.","‘Long kumi ‘biêa biê jôroâng jiê, maêleêi waê ngoê hnheêi minh ksoâÊ ñoâÊi töông deêch ôêi leêch in wai goâh, jiê oâm weâch, jiê leêch kôtaê…, pôgloh la jiê choâi roâng"
Một số sâu bệnh hại thường gặp,Minh ksoâÊ jôroâng jiê glaêi deêch tôjröêm
Sâu hại: Bọ cánh cứng: Phun các thuốc thông thường điều trị như: Oncol,Jôroâng glaêi: ‘Bo pônal kheêng: Phun rim bôgang thoâng thöông ñieâu tri in: Oncol
"Nhện đỏ: Thường xuất hiện ở mùa khô gây cho khoai mì cháy khô từng vùng, dùng Admire, Comite, Nissorun","Wai goâh: Deêch ôêi leêch oei mua toê phang pôm aên kumi chaêy srieâng rim apung, chaê yuoâ Admire; Comite; Nissorun"
"Rệp sáp: Phun một trong các thuốc như: SK Enspray, DC-Tron Plus, Map Permethrin, Wimax",Arah sap: Phun minh lôêm rim loai bôgang in: SK Enspray; DC-Tron Plus; Map Permethrin; Wimax
"Sùng trắng: Dùng một trong các loại thuốc hạt như: Carbofuran, Vibasu, Vicap, Visa, Padan, Regent, Diazinon","Sung ‘bak: Chaê yuoâ minh lôêm rim loai bôgang geêr in: Carbofuran, Vibasu, Vicap, Visa, Padan, Regent, Diazinon"
"Trong quá trình để giống, sử dụng các loại thuốc đặc trị rầy, rệp phun định kỳ 15 – 20 ngày/lần để ngăn ngừa cho đến khi trồng.","Lôêm jônang söê adreâÊch, chaê yuoâ rim loai bôgang ñaêk tri, raây, arah phun ñinh ky minh jiêt pôñaêm truh ‘baêl jiêt ‘naêr minh maêng söê gôên aên truh jônang pôtaêm"
"Bệnh hại: Bệnh thối đọt, cháy lá: Dùng Benlate, Benlate-C, Copper-B, Bavistin","Jiê glaêi: Jiê oâm weâch, chaêy hla: Chaê yuoâ Benlate, Benlate-C, Copper-B, Bavistin"
"Bệnh xì mủ: Hiện nay chưa có thuốc trị, chỉ phòng trừ môi giới truyền bệnh là chính.","Jiê leêch kôtaê: Ahreêi ñim ôêi bôgang söê tri, anao phong dôêt moâi giôêi trueân jiê la chiênh"
"Đốm lá: Phun một trong các loại thuốc như: Score, Carbenzim, Carbendo","ÑoâÊm hla: Phun minh lôêm rim loai bôgang in: Score, Carbenzim, Carbendo"
"Phấn trắng: Phun một trong các loại thuốc như: Manozed, Kumulus, Sumi Eight, Carbendo, Score","Phôêng ‘bak: Phun minh lôêm rim loai bôgang in: manozed, Kumulus, Sumi Eight, Carbendo, Score"
Bệnh chổi rồng và cách phòng trừ,Jiê choâi roâng oeêng kô kach phong dôêt
"Triệu chứng: Cây mì bị nhiễm bệnh có triệu chứng lóng ngắn, lá ngắn và nhỏ, cây thấp hơn bình thường, chồi ngọn rụt ngắn lại, lá chuyển vàng, rụng hoặc chết khô.","Trieâu chöng: ‘Long kumi ‘bi nhieâm jiê ôêi tôdrong apaêng kôñeh, hla kôñeh oeêng ken, ‘long kôñeh loi ‘binh thöông, boâp weâch kôñeh, hla chueân brôêu, hruh thoi luoâÊch srieâng"
"Nếu cây bị nhiễm sớm, nặng thì mạch dẫn chuyển màu nâu và nâu đen, cây bị chết sớm. Nếu cây nhiễm bệnh nhẹ hoặc nhiễm muộn thì mặc dù cây không chết nhưng đến thời kỳ thu hoạch ngọn cây bị chết khô, các chồi mọc thành chùm, dạng hình dù, củ ít và nhỏ.","Tôêng ‘long ‘biê nhieâm sruoâÊih, deâh thoi mach yaân chueân môu naâu oeêng naâu gaêm, ‘long ‘biê luoâÊch sruoâih. Tôêng ‘long ‘biê nhieâm ‘biêa thoi nhieâm ñunh thoi ‘long ‘biê luoâÊch maêleêi truh jônang thu ‘yoêk weâch ‘long ‘biê luoâÊch srieâng, rim boâp hon thanh chum, yang hinh ju, ‘bum ‘biêa oeng ken"
Nguyên nhân: Do Phytoplasma (dịch khuẩn bào) gây ra. Bệnh Phytoplasma lan truyền chủ yếu qua hai con đường: Hom giống và môi trường truyền bệnh loài rầy (Hishimonus phycitis Distant).,Ngueân nhôêng: Yua Phytoplasma (jiêt khuaân ‘bao) pôm leêch. Jiê Phytoplasma apoh pôgloh kua ‘baêl toê trong: Hom adreâÊch oeêng moâi tröông trueân jiê loai raây (Hishimonus phycitis Distant).
Biện pháp phòng trừ,Tôdrong phong dôêt
