Tiếng Việt,Tiếng BaNa
Bài viết sau đây của Xuân Dũng ghi nhận về những đổi thay trong đời sống của người dân ở huyện vùng cao Vĩnh Thạnh,Tôdrong chih ñôêng roêng ôêu ñôêng Xuaân Dung pôtho khan truh rim tôdrong tôplih lôêm tôdrong yaêl arih ñôêng naê ma oei huyeân apung koâng Vinh Thanh
"Những năm qua, với sự quan tâm của Đảng và Nhà nước, huyện Vĩnh Thạnh đã xây dựng và chỉ đạo thực hiện có hiệu quả Chương trình phát triển KT-XH miền núi gắn với xoá đói giảm nghèo với phương châm tập trung huy động nguồn lực cho phát triển KT-XH, nhất là đầu tư phát triển kết cấu hạ tầng KT-XH ở khu vực miền núi","Lö sônaêm anu yuoâ ôêu, adriêng tôdrong ngoê hnhei ñôêng Ñang oeêng kôpal, huyeân Vinh Thanh jôh tôjung pôm oeêng pôgôl pôm ôêi thu yoêk tôdrong pôjing kinh teâ – xa hoâi apung koâng pôteêp adriêng tuêk bôngot dônuh adriêng tôdrong pônhoâm krao nguoân lök aên pôjing kinh teâ – xa hoâi, pôgloh la tôgum pôjing tôdrong ha taâng kinh teâ xa hoâi oei apung koâng"
"Nhờ sự quan tâm đó, đời sống của người dân Vĩnh Thạnh, nhất là vùng đồng bào dân tộc thiểu số đã có sự đổi mới","Yua tôdrong ngoê hnhei ‘noh, tôdrong yaêl arih ñôêng naê ma Vinh Thanh, pôgloh la apung naê ma kon koâng jôh ôêi tôdrong tôplih"
"Những năm gần đây, huyện Vĩnh Thạnh đã triển khai đồng bộ, kịp thời các chương trình, chính sách dân tộc của Chính phủ","Lö sônaêm jeÊâ ôêu, huyeân Vinh Thanh jôh pônhroh ñoâng boâ, tôtam rim tôdrong kon koâng ñôêng kôpal teh ñak"
"Đặc biêt thông qua các chương trình mục tiêu quốc gia và các chính sách dân tộc, cơ sở hạ tâng thiết yếu ở miền núi vùng đồng bào dân tộc được quan tâm đầu tư và người dân đã có ý thức vươn lên tự làm giàu","Pôgloh la kua tôdrong muk tieâu kôpal teh ñak oeêng rim tôdrong kon koâng, cô sô ha taâng oei apung koâng apung naê ma kon koâng ñei ngoê hnhei tôgum oeêng naê ma jôh ôêi tôdrong baêt kjung kôdih pôm bôdroêng"
Nhờ đó tình hình KT-XH vùng đồng bào dân tộc thiểu số ở huyện Vĩnh Thạnh đã có sự chuyển biến rõ rệt,Yua ‘noh tôdrong kinh teâ xa hoâi apung naê ma kon koâng oei huyeân Vinh Thanh jôh ôêi tôdrong tôplih maê ro loi
Đời sống vật chất và tinh thần của trên địa bàn huyện cũng ngày một được cải thiện và có mặt được nâng cao,Tôdrong yaêl arih oeêng nöih sôngöm ñôêng naê ma lôêm tôring huyeân kung ‘naêr minh ñei alöng loi oeêng ôêi tôdrong ñei poâk xuoân
"Thực hiện công tác dân tộc, 5 năm qua, Đảng và Nhà nước đầu tư hơn 500 tỷ đồng thực hiện các chương trình, chính sách, dự án đối với vùng đồng bào dân tộc thiểu số và miền núi ở huyện Vĩnh Thạnh","Pôm tôdrong kon koâng, 5 sônaêm anu yuoâ ôêu, Ñang oeêng kôpal jôh tôgum loi 500 ty ñoâng pôm rim chöông trinh, chinh sach, dö an adring apung naê ma kon koâng oeêng apung koâng oei huyeân Vinh Thanh"
"Việc triển khai thực hiện các chương trình, dự án mà trong đó tiêu biểu là Chương trình mục tiêu quốc gia giảm nghèo bền vững và các chính sách giảm nghèo thời gian qua ở huyện Vĩnh Thạnh luôn có sự phối hợp tốt giữa các cấp, các ngành trong quá trình tổ chức thực hiện","Tôdrong pônhroh pôm rim chöông trinh, dö an maê lôêm ‘noh pôgloh la Chöông trinh muk tieâu kôpal teh ñak tôjul dônuh kôjaêp oeêng rim tôdrong tôjul dônuh lôêm jônang anu yuoâ ôêu oei huyeân Vinh Thanh deêch ôêi tôdrong adriêng hôgei lôêm rim kôêp, rim nganh lôêm jônang pôloêk pôm"
"Nhờ vậy chương trình được triển khai thực hiện khá đồng bộ, nhịp nhàng và chặt chẽ nên đã làm thay đổi và chuyển biến nhận thức trong giảm nghèo, khơi dậy ý chí chủ động, vươn lên của người nghèo, tiếp nhận và sử dụng có hiệu quả chính sách và nguồn lực hỗ trợ của Nhà nước, của cộng đồng để thoát nghèo, vươn lên khá giả","Yua ‘noh chöông trinh ñei pônhroh pôm khaê ñoâng boâ, alöng oeêng kôjaêp kôna jôh pôm tôplih tôdrong baêt lôêm tôjul dônuh, pôm kjung nöih sôngöm chu ñoâng, kjung ñôêng bôngai dônuh, tieâp yoêk oeêng chaê yuoâ ôêi thu yoêk chinh sach oeêng nguoân tôgum ñôêng kôpal, ñôêng naê ma cham pôlei söê ñiê dônuh, kjung pôm bôdrong"
"Sinh ra và lớn lên ở làng Tà Lét, xã Vĩnh Hiệp, bà Đinh Thị Mai A hiểu được hết những khó khăn vất vả của những năm tháng chiến tranh cùng những sự đổi thay trong đời sống của bà con Bana ở đây","Ñeh leêch oeêng groâng kjung oei pôlei Ta Let, xa Vinh Hieâp, yaê Ñinh Thi ai A baêt ñei ñiê rim hrat tônap ñôêng rim sônaêm kheêi tôplah adriêng lö tôdrong tôplih lôêm tôdrong yaêl arih ñôêng naê ma kon koâng oei ôêu"
"Với sự quan tâm của Đảng và Nhà nước, cuộc sống của đồng bào Bana làng Tà Lét nói riêng và nhiều địa phương khác của huyện Vĩnh Thạnh nói chung đã có sự thay đổi rõ rệt","Adriêng tôdrong ngoê hnhei ñôêng Ñang oeêng kôpal, tôdrong yaêl arih ñôêng naê ma kon koâng pôlei Ta Let khan kôdih oeêng rim cham pôlei nai ñôêng huyeân Vinh Thanh khan adriêng jôh ôêi tôdrong tôplih maê ro loi"
"Trong thời gian qua, huyện ưu tiên cho các dự án phục vụ, hỗ trợ trực tiếp cho sản xuất, phục vụ an sinh xã hội như: thủy lợi, giao thông, nước sạch, văn hóa xã hội","Lôêm jônang anu yuoâ ôêu, huyeân öu tieân aên rim dö an tôgum trök tieâp aên choh jang, tôgum an sinh xa hoâi in: thuy lôi, trong naêm, ñak sach, vaên hoa xa hoâi"
"Đồng thời, tăng cường hỗ trợ phát triển sản xuất, đa dạng hóa sinh kế cùng với đầu tư kết cấu hạ tầng các xã nghèo, thôn đặc biệt khó khăn; giảm các chính sách hỗ trợ cho không không kèm theo điều kiện, tăng các chính sách hỗ trợ có điều kiện và tín dụng ưu đãi để phát triển sản xuất, đào tạo nghề, giải quyết việc làm, xuất khẩu lao động","Thoi ‘noh, kjung tôgum pôjing choh jang, ña dang hoa kinh teâ adriêng tôgum keât kôêu ha taâng rim xa dônuh, thoân pôgloh hrat tônap; tôjul rim tôdrong tôgum aên soh biê ôêi pôteêp ñieâu kieân, kjung rim tôdrong tôguêm ôêi ñieâu kieân oeêng tiên juêng öu ñai söê pôjing choh jang, pôtôêp ngheâ, tôgum tôdrong pôm, xuaât khaâu lao ñoâng"
"Khuyến khích người nghèo, hộ nghèo, vùng nghèo chủ động, tích cực vươn lên; đẩy mạnh việc thực hiện cơ chế phân cấp, trao quyền cho địa phương, cơ sở, phát huy vai trò của cộng đồng trong giảm nghèo","Pôtho khan bôngai dônuh, uênh hnam dônuh, apung dônuh chu ñoâng, pôjaêng kjung; jôraê deâh tôdrong pôm tôdrong phaân kôêp, aên quyeân aên cham pôlei, cô sô, pôjing vai tro ñôêng naê ma cham pôlei lôêm tôjul dônuh"
"Không chỉ trông chờ vào sự hỗ trợ của Nhà nước, người dân Vĩnh Thạnh hôm nay đã phát huy tinh thần tự lực, phấn đấu vươn lên, sử dụng có hiệu quả các nguồn hỗ trợ của Nhà nước","Biê thoâi goâ ñeêch tômöt tôdrong tôgum ñôêng kôpal, naê ma Vinh Thanh ahreêi jôh pôjing nöih sôngöm kôdih pran kjung, chaê yuoâ ôêi thu yoêk rim nguoân tôgum ñôêng kôpal"
"Mô hình kinh tế trang trại vườn đồi, chăn nuôi hiệu quả cao xuất hiện ngày càng nhiều ở các xã miền núi, vùng cao","Moâ hinh kinh teâ trang trai, tômaên groi, kiêa rong thu yoêk ñuoâÊi ‘boh leêch ‘naêr kang lö oei rim xa apung koâng"
"Cùng với sự quan tâm của Đảng và Nhà nước cũng như nỗ lực của người dân, đến nay toàn huyện đã được đầu tư xây dựng 153 công trình hạ tầng; hỗ trợ giống cây trồng, vật nuôi, vật tư sản xuất cho các hộ nghèo, quan tâm công tác đào tạo nghề cho thanh niên, tăng cường tập huấn khuyến nông-khuyến lâm; trợ giúp pháp lý cho các xã và thôn, làng đặc biệt khó khăn","Adriêng tôdrong ngoê hnhei ñôêng Ñang oeêng kôpal kung in tôdrong pran ñôêng naê ma, truh ahreêi lôêm huyeân jôh tôgum pôm 153 koâng trinh ha taâng; tôgum adreâch ‘long pôtaêm, xem rong, ñoâ choh jang aên rim uênh hnam dônuh, ngoê hnhei tôdrong pôtôêp ngheâ aên ñe adruh, kjung pôtho khan khuyeân noâng- khuyeân laâm; tôgum phap ly aên rim xa oeêng thoân, pôlei pôgloh hrat tônap"
"Đặc biệt, thực hiện Quyết định 134, chương trình 30a của Chính phủ, đến nay đã có gần 700 hộ nghèo, hộ gia đình chính sách khó khăn được hỗ trợ xây dựng nhà ở, trong đó có 298 hộ đồng bào dân tộc thiểu số","Pôgloh, pôm Quyeât ñinh 134, chöông trinh 30a ñôêng kôpal teh ñak, truh ahreêi jôh ôêi jeÊâ 700 uênh hnam dônuh, uênh hnam ôêi koâng adriêng teh ñak hrat tônap ñei tôgum pôm hnam oei, lôêm ‘noh ôêi 298 uênh hnam naê ma kon koâng"
"Không chỉ trông chờ vào sự hỗ trợ của Nhà nước, người dân Vĩnh Thạnh đã phát huy tinh thần tự lực, phấn đấu vươn lên, sử dụng có hiệu quả các nguồn hỗ trợ này","Bi thoâi goâ ñeêch tômöt tôdrong tôgum ñôêng kôpal, naê ma Vinh Thanh jôh pôjing nöih sôngöm kôdih pran kjung, chaê yuoâ ôêi thu yoêk rim nguoân jeân tôgum anu"
"Truyền thống đoàn kết tương trợ, thương yêu, giúp đỡ nhau giữa các dân tộc được phát huy trong công cuộc xoá đói giảm nghèo","Tôdrong ñoan keât ameêm mônat, tôguêm adriêng lôêm naê ma kon koâng ñei pôjing lôêm tôdrong tuêk bôngot dônuh"
"Sự nghiệp giáo dục - đào tạo, y tế, văn hoá có bước chuyển đáng kể","Tôdrong giao duc ñao tao, y teâ, vaên hoa ôêi tôdrong tôplih pôjaêng"
"Phong trào ""Toàn dân đoàn kết xây dựng đời sống văn hoá ở khu dân cư"" được quan tâm thực hiện đạt kết quả cao; các thiết chế văn hoá được xây dựng, hoạt động văn hoá, văn nghệ, thể dục thể thao diễn ra sôi nổi","Trong glong “Ñiê ñaêng naê ma ñoan keât tôjung pôm tôdrong yaêl arih vaên hoa oei cham pôlei” ñei ngoê hnhei pôm ñat thu yoêk ñuoâÊi; rim tôdrong vaên hoa ñei tôjung pôm, tôdrong vaên hoa, joh xoang, theâ duc theâ thao ‘boh ñei alöng"
"Mặt trận Tổ quốc và các đoàn thể nhân dân thường xuyên được củng cố, an ninh trật tự được giữ vững","Maêt traân toâ quoâc oeêng rim ñoan theâ kon tôring deêch ñei cung coâ, an ninh traât tö ñei jö kôjaêp"
"Đội ngũ cán bộ dân tộc thiểu số ở các xã vùng cao từng bước được nâng cao về trình độ, năng lực, được quan tâm hơn về chế độ, chính sách; đồng bào các dân tộc luôn tin tưởng vào sự lãnh đạo của Đảng và Nhà nước; tích cực tham gia các cuộc vận động, các phong trào thi đua yêu nước trên các lĩnh vực, nhất là cuộc vận động chung sức xây dựng nông thôn mới","Ñoâi ngu kang boâ la bôngai kon koâng oei rim xa apung koâng rim tôdrong ñei poâk xuoân lôêm trinh ñoâ, naêng lök, ñei ngoê hnhei loi lôêm cheâ ñoâ, chinh sach; naê ma kon koâng deêch lui tômöt tôdrong pôgôl ñôêng Ñang oeêng kôpal; pôjaêng adriêng pôm rim maêng krao akoêm, rim trong glong tôjroh ameêm teh ñak lôêm rim tôdrong; pôgloh la maêng krao akoêm adriêng ti tôjung pôm cham pôlei anao"
"Vai trò của các già làng, trưởng bản, người có uy tín trong vùng đồng bào dân tộc thiểu số được quan tâm, chú trọng và phát huy, góp phần xây dựng khối đại đoàn kết toàn dân tộc","Tôdrong ñôêng rim kraê pôlei, tröông pôlei, bôngai ñei naê ma gôneh gônôm lôêm apung naê ma kon koân ñei ngoê hnhei oeêng pôjing, pôgoêp tôdrong tôjung pôm khoâi ñai ñoan keât ñiê ñaêng naê ma kon koâng"
Một trong những nội dung trọng tâm mà nhiều năm qua được huyện Vĩnh Thạnh quan tâm đầu tư theo chiều sâu là công tác giáo dục đào tạo cho con em đồng bào các dân tộc thiểu số để xây dựng nguồn lực con người cho tương lai,Minh lôêm rim tôdrong pôgloh maê lö sônaêm anu yuoâ ôêu ñei huyeân Vinh Thanh ngoê hnhei tôgum ‘boi tôdrong jôruê la tôdrong giao duc ñao tao kon mon naê ma kon koâng söê tôjung pôm nguoân lök aên töông lai
Hiện nay 100% số xã đều đã có trường tiểu học,Ahreêi 100% ksoâÊ xa hôdôi ôêi tröông tieâu hoêk
Có 1 trường phổ thông dân tộc nội trú cấp huyện và 2 trường phổ thông dân tộc bán trú,Ôêi 01 tröông PTDTNT kôêp huyeân oeêng 02 tröông PTDT ban truê
"Không chỉ quan tâm giáo dục về trình độ văn hóa, các trường còn chú trọng bảo tồn và phát huy các giá trị văn hóa truyền thống qua các buổi sinh hoạt ngoại khóa, sinh hoạt chuyên đề, phục dựng và bảo tồn những nét đẹp trong văn hóa truyền thống của đồng bào các dân tộc thiểu số","Biê thoâi ngoê hnhei giao duc lôêm trinh ñoâ vaên hoa, rim tröông araê ngoê hnhei jö vei oeêng pôjing rim tôdrong vaên hoa ñôêng sôê qua rim maêng sinh hoat ngoai khoa, sinh hoat chuyeân ñeâ, phuêk döng oeêng jö vei rim tôdrong alöng lieâm lôêm vaên hoa ñôêng sôê ñôêng naê ma kon koâng"
"Cùng với công tác giáo dục đào tạo, công tác bảo vệ và chăm sóc sức khỏe cho đồng bào dân tộc thiểu số trong 5 năm qua, luôn được các cấp chính quyền và ngành chức năng huyện Vĩnh Thạnh đặc biệt quan tâm","Adriêng tôdrong giao duc ñao tao, tôdrong jö vei oeêng tôme rong jaêng pran aên naê ma kon koâng lôêm 5 sônaêm anu yuoâ ôêu deêch ñei rim kôêp khul pôgôl oeêng nganh chök naêng huyeân Vinh Thanh pôgloh ngoê hnhei"
"Thông qua sự hỗ trợ từ các chương trình dự án, đồng bào các dân tộc thiểu số ở Vĩnh Thạnh giờ đây đã từng bước tiếp cận các dịch vụ y tế mới, Chất lượng khám chữa bệnh tiếp tục được nâng cao","Thoi qua tôdrong tôgum ñôêng rim chöôg trinh dö an, naê ma kon koâng oei Vinh Thanh ahreêi jôh rim tôdrong oei jeâÊ rim jiêt vu y teâ anao, tôdrong thu yoêk ñei kham chöa jiê ling lang ñei poâk xuoân"
Hiện nay 100% xã vùng cao đã có trạm y tế,Ahreêi 100% xa apung koâng jôh ôêi tram y teâ
Trong đó 100% trạm y tế xã có bác sĩ,Lôêm ‘noh 100% tram y teâ xa ôêi bac si
Các trạm y tế này đều đã được trang bị đầy đủ thuốc thiết yếu phục vụ khám bệnh thông thường cho người dân,Rim tram y teâ anu hôdôi ñei tôgum duh bôgang söê tôgum kham chöa jiê aên naê ma
"Phát huy những kết quả đạt được, trong thời gian đến huyện Vĩnh Thạnh tiếp tục huy động các nguồn lực đầu tư phát triển cơ sở hạ tầng, đẩy mạnh chuyển dịch cơ cấu kinh tế theo hướng hàng hóa gắn với tăng cường công tác khuyến nông, khuyến lâm, chuyển giao và ứng dụng tiến bộ khoa học - kỹ thuật, mở rộng quy mô sản xuất một số cây trồng chủ lực có lợi thế cạnh tranh, giúp tăng thu nhập và đổi mới tập quán sản xuất, sinh hoạt của đồng bào các dân tộc thiểu số trên địa bàn huyện","Pôjing rim thu yoêk ñat ñei, lôêm jônang truh, huyeân Vinh Thanh ling lang krao akoêm rim nguoân lök tôgum pôjing cô sô ha taâng, jôraê ranh tôplih kô kôêu kinh teâ ‘boi tôdrong hang hoa pôteêp adriêng kjung tôdrong khuyeân noâng, khuyeân laâm, pôtruh oeêng tôjung pôm KHKT, pôloêk saê tôdrong choh jang minh ksoÊâ ‘long pôtaêm pôgloh ôêi tôdrong tôgal, tôgum kjung thu yoêk oeêng tôplih anao tôdrong choh jang, sinh hoat ñôêng naê ma kon koâng lôêm tôring huyeân"
"Đồng chí Nguyễn Thị Phong Vũ, UVBTV tỉnh ủy, Trưởng ban Ban Dân vận tỉnh ủy, Chủ tịch Ủy Ban MTTQ Việt Nam tỉnh đã đi thăm, tặng quà cho gia đình chính sách huyện Vĩnh Thạnh","Ñ/c Nguyeân Thi Phong Vu, UVBTV tinh uy, Tröông khul Khul daân vaân tinh uy, Chu tich UBMTTQVN tinh jôh naêm tômang, aên kua aên uênh hnam ôêi koâng adriêng teh ñak huyeân Vinh Thanh"
"Lãnh đạo Huyện ủy Vĩnh Thạnh thăm, tặng quà gia đình chính sách tiêu biểu trên địa bàn huyện",Pôgôl Huyeân uy Vinh Thanh aên kua uênh hnam ôêi koâng adriêng teh ñak pôgloh lôêm tôring huyeân
Huyện Vĩnh Thạnh trao huy hiệu Đảng đợt 2.9 cho 29 đảng viên,Huyeân uy Vinh Thanh aên huy hieâu Ñang maêng ‘naêr 2/9 aên 29 Ñang vieân
"Tăng cường công tác kiểm tra, kiểm soát việc vận chuyển, mua bán gia súc, gia cầm kịp thời xử lý các trường hợp vi phạm theo quy định","Kjung tôdrong ngoê hnhei tôdrong cheêp chô, teêch bôdro xem rong, tôtam xö lyê rim tôdrong pôm glaêi ‘boi quy ñinh"
"Phòng Dân tộc huyện Vĩnh Thạnh tổ chức thăm hỏi, hỗ trợ gia đình người có uy tín trong đồng bào DTTS gặp thiên tai, hạn hán kéo dài năm 2019","Phong koân koâng huyeân Vinh Thanh pôloêk naêm tômang, tôguêm uênh hnam bôngai ñei naê ma gôneh gônôm lôêm cham pôlei naê ma kon koâng tôjröêm pleênh, toê phang ñunh sônaêm 2019"
Cuối chương trình có bài viết ghi nhận Chuyển biến trong công tác chăm sóc sức khỏe sinh sản ở xã Vĩnh Kim,Tôplih lôêm tôdrong tôme rong jaêng pran ñeh oei xa Vinh Kim.
"Nhân kỷ niệm 74 năm Cách mạng Tháng Tám và Quốc khánh 2.9, Chiều ngày 27.8, đồng chí Nguyễn Thị Phong Vũ, UVBTV tỉnh ủy, Trưởng ban Ban Dân vận tỉnh ủy, Chủ tịch Ủy ban MTTQ Việt Nam tỉnh đã đến thăm và tặng 10 suất quà cho gia đình chính sách, Người có công cách mạng trên địa bàn huyện Vĩnh Thạnh.","Thoi ky nieâm 74 sônaêm cach mang thang 8 oeêng Quoâc khanh 2/9, ksôê ‘naêr 27/8, ñ/c Nguyeân thi Phong Vu, UVBTV tinh uy, Tröông khul Khul daân vaân tinh uy, Chu tich UBMTTQVN tinh jôh naêm tômang, aên kua aên uênh hnam ôêi koâng adriêng teh ñak lôêm tôring huyeân Vinh Thanh"
Mỗi suất quà trị giá 1 triệu đồng.,Minh suaât kua tri giaê 01 trieâu ñoâng
"Cùng đi có Đ/c Hồ Xuân Ánh, TUV, Bí thư huyện ủy Vĩnh Thạnh, ông Lê Văn Đẩu, Chủ tịch UBND huyện.","Adriêng naêm ôêi ñ/c Hoâ Xuaân Anh, TUV, ‘Biê thö Huyeân uy Vinh Thanh; ñ/c Leâ Vaên Ñaâu, Chu tich UBND huyeân."
"Đến thăm một số gia đình chính sách trên địa bàn huyện, đồng chí đã ân cần hỏi thăm tình hình sức khỏe, trò chuyện cùng các đồng chí thương, bệnh binh và chúc các đồng chí mạnh khỏe, trường thọ để tiếp tục làm điểm tựa tinh thần cho thế hệ sau trong gìn giữ và phát huy truyền thống cách mạng.","Truh tômang minh ksoâÊ uênh hnam naê ma ôêi koâng adriêng teh ñak lôêm tôring huyeân, ñ/c jôh pinh tômang tôdrong jaêng pran, pôñam ‘bôl adriêng rim naê ma thöông beânh binh oeêng chuc rim naê ma jaêng pran, yaêl arih ñunh söê ling lang pôm dônoê gôning nöih sôngöm aên ñe adruh lôêm jö vei oeêng kôjung tôdrong kach mang."
"Mong các đồng chí thương, bệnh binh, gia đình có công cách mạng tiếp tục có nhiều đóng góp quý giá để xây dựng quê hương; đồng thời là tấm gương sáng để giáo dục truyền thống cách mạng cho con cháu noi theo.","Kô waê rim naê ma thöông beânh binh, uênh hnam ôêi koâng adriêng teh ñak ling lang ôêi lö tôdrong pôgoêp pôgloh söê tôjung pôm apung; thoi ‘noh la nöih sôngöm söê pôtôêp tôdrong kach mang aên kon mon pôm ‘boi."
"Tích cực vận động con cháu học tập, lao động sản xuất, nỗ lực vươn lên trong cuộc sống, góp phần xây dựng quê hương ngày càng giàu đẹp văn minh.","Pôjaêng krao akoêm kon mon hoêk tôêp, pôm choh jang, pran kjung lôêm tôdrong yaêl arih, pôgoêp tôdrong tôjung pôm apung ‘naêr kang alöng lieâm."
"Qua đây, Đồng chí cũng lưu ý cấp ủy, chính quyền địa phương thường xuyên quan tâm đến đời sống, hoàn cảnh của các gia đình chính sách trên địa bàn huyện, để có sự giúp đỡ kịp thời, giúp các gia đình đối tượng ổn định trong cuộc sống.","Kua ôêu, ñ/c kung pôkaê kôêp uy, khul pôgôl cham pôlei dach ngoê hnheêi truh tôdrong yaêl arih ñôêng rim uênh hnam naê ma ôêi koâng adriêng teh ñak lôêm tôring huyeân söê ôêi tôdrong tôguêm tôtam, tôguêm rim uênh hnam naê ma alöng tôdrong yaêl arih."
"Đồng chí Nguyễn Thị Phong Vũ cũng khẳng định, việc quan tâm, chăm lo cho những gia đình chính sách, người có công với cách mạng là truyền thống, đạo lý tốt đẹp của dân tộc ta, đồng thời là tình cảm, trách nhiệm của mọi người dân; do đó, những năm qua, tỉnh luôn dành nhiều sự quan tâm, chăm lo cho các gia đình chính sách, người có công với cách mạng bằng những việc làm cụ thể, thiết thực.","Ñ/c Nguyeân Thi Phong Vu kung pôñam ‘bôl, tôdrong ngoê hnhei, tôme rong aên rim uênh hnam naê ma ôêi koâng adriêng teh ñak la tôdrong ñôêng sôê pôgloh alöng lieâm ñôêng kon koâng bôên, thoi ‘noh la nöih sôngöm, trach nhieâm ñôêng ñiê ñaêng kon tôring; yua ‘noh, lö sônaêm anu yuoâ ôêu, tinh dach söê aên lö tôdrong ngoê hnhei, tôme rong aên rim uênh hnam naê ma ôêi koâng adriêng teh ñak ñôêng lö tôdrong pôm cu theâ tôpaê."
"Chiều ngày 28.8, đồng chí Đinh Đrin, Phó Bí thư Thường trực Huyện ủy đã đến thăm và tặng 2 suất quà, mỗi suất 1 triệu đồng cho 2 gia đình chính sách tiêu biểu của của xã Vĩnh Sơn và xã Vĩnh Kim.","Ksô ‘naêr 28/8, ñ/c Ñinh Ñrin, Phoê ‘biê thö thöông tröc Huyeân uy jôh truh tômang oeêng aên 02 suaât kua, minh suaât 01 trieâu ñoâng aên 02 uênh hnam naê ma ôêi koâng adriêng teh ñak pôgloh ñôêng xa Vinh Sôn oeêng Vinh Kim."
"Tại các nơi đến thăm, các đồng chí lãnh đạo huyện đã ân cần hỏi thăm tình hình sức khỏe, đời sống của các gia đình chính sách, đồng thời mong muốn các gia đình tiếp tục phát huy truyền thống cách mạng, gương mẫu thực hiện tốt các chủ trương của Đảng, chính sách của Nhà nước và các phong trào thi đua yêu nước ở địa phương, tích cực tham gia lao động sản xuất, góp sức xây dựng quê hương ngày càng giàu mạnh.","Rim dônoê truh tômang, rim naê ma pôgôl huyeân jôh pinh tômang tôdrong jaêng pran, tôdrong yaêl arih ñôêng rim uênh hnam naê ma ôêi koâng adriêng teh ñak, thoi ‘noh kô waê rim uênh hnam ling lang pôjing tôdrong kach mang, pôm hôgeêi rim tôdrong ñôêng Ñang, kôpal oeêng rim trong glong tôjroh ameêm teh ñak oei cham pôlei, pôjaêng adriêng pôm choh jang, pôgoêp tôdrong tôjung pôm apung ‘naêr kang alöng lieâm loi."
"Xác định công tác giảm nghèo là một trong những nhiệm vụ quan trọng, những năm qua, các cấp ủy Đảng, chính quyền trên địa bàn huyện Vĩnh Thạnh đã tập trung chỉ đạo các ngành, đoàn thể, các xã, thị trấn triển khai thực hiện có hiệu quả các chương trình, dự án giảm nghèo đến các đối tượng hộ nghèo, cận nghèo, nhờ đó đã giúp nhiều hộ vươn nghèo lên thoát nghèo bền vững.","Xac ñinh tôdrong tôjul dônuh la minh lôêm tôdrong pôm pôgloh, lö sônaêm anu yuoâ ôêu, rim kôêp uy ñang, khul pôgôl lôêm tôring huyeân Vinh Thanh jôh pônhoâm pôgôl rim nganh, ñoan theâ, rim xa, thi traân pônhroh pôm ôêi thu yoêk rim chöông trinh, dö an tôjul dônuh truh rim uênh hnam dônuh, uênh hnam jeâÊ dônuh, yua ‘noh jôh tôguêm lö uênh hnam kjung ñiê dônuh kôjaêp."
"Bên cạnh đó tranh thủ sự đầu tư của Trung ương và tăng cường huy động vốn từ ngân sách địa phương; tích cực huy động sự đóng góp của các doanh nghiệp, sự tham gia xã hội hóa của cộng đồng.","Minh kôpah ‘noh, tranh thu tôdrong tôguêm ñôêng Trung öông oeêng kjung krao akoêm nguoân jeân ñôêng ngaân sach cham pôlei; pôjaêng krao akoêm tôdrong pôgoêp ñôêng rim doanh nghieâp, tôdrong adriêng pôm xa hoâi hoêa ñôêng naê ma cham pôlei."
"Huyện Vĩnh Thạnh thực hiện lồng ghép có hiệu quả nguồn vốn các chương trình, dự án giảm nghèo bền vững với chương trình xây dựng nông thôn mới, nhằm tạo điều kiện đẩy mạnh phát triển sản xuất hàng hóa, nâng mức thu nhập cho hộ nghèo.","Huyeân Vinh Thanh pôm pôteêp ôêi thu yoêk nguoân jeân rim chöông trinh, dö an tôjul dônuh kôjaêp adriêng tôdrong tôjung pôm cham pôlei anao, söê pôm tôdrong jôraê deâh pôjing san xuaât hang hoa, poâk xuoân tôdrong thu yoêk aên uênh hnam dônuh."
"Tính đến nay, số hộ nghèo trên địa bàn huyện Vĩnh Thạnh là 4.851 hộ với hơn 17 nghìn nhân khẩu, chiếm tỷ lệ 50,34%, giảm 5,73% so với năm 2018.","Truh ahreêi, ksoâÊ uênh hnam dônuh lôêm tôring huyeân Vinh Thanh la 4.851 uênh hnam adriêng 17 ôbôêu bôngai, yoêk ty leâ 50,34%, tôjul 5,73% pôting adriêng sônaêm 2018."
"Có được điều này, là nhờ nhiều chính sách hỗ trợ, đầu tư thông qua các chương trình dự án của nhà nước.",ÔÊi ñei tôdrong anu la yua lö tôdrong tôguêm kua rim chöông trinh dö an ñôêng kôpal.
"Cùng với việc triển khai có hiệu quả các chương trình dự án đó, đã giúp cho người dân từng bước khắc phục khó khăn, cải thiện đời sống.","Adriêng tôdrong pônhroh ôêi thu yoêk rim chöông trinh dö an ‘noh jôh tôguêm aên naê ma rim tôdrong khaêc phuêk hrat tônap, alöng tôdrong yaêl arih."
"Theo phản ánh của người dân, trong thời gian qua trên địa bàn huyện có tình trạng một số tư thương vận chuyển gia súc, gia cầm không rõ nguồn gốc và chưa qua kiểm soát dịch bệnh đem mua bán, trao đổi tại địa phương, nhất là vùng đồng bào dân tộc thiểu số tại các xã miền núi.","Boi pôñam ‘bôl ñông naê ma, lôêm jônang anu yuoâ ôêu lôêm tôring huyeân ôêi tôdrong minh ksoâÊ bôngai cheêp chô xem rong biê ro tôm oeêng ñim kua ngo hnheêi jiêt jiê cheêp naêm teêch bôdro lôêm cham pôlei, pôgloh la apung naê ma kon koâng lôêm rim xa apung koâng."
